OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Art-Toit SA,Art-Toit SA,not found in KBO data table,12/17/2024 8:22
Pauwels/Nancy,Pauwels/Nancy,not found in KBO data table,12/17/2024 8:23
Bils Exclusive Travel BVBA,Bils Exclusive Travel,ENT LP Stopped,12/17/2024 8:23
Van Der Borght,Van Der Borght,not found in KBO data table,12/17/2024 8:23
Sacr̩/B.,Sacr̩/B.,not found in KBO data table,12/17/2024 8:24
CKC SPRL,CKC,EU Stopped,12/17/2024 8:24
SENTOBIN BVBA,SENTOBIN,ENT LP Active,12/17/2024 8:24
Hulens Engineering BVBA,Hulens Engineering,ENT LP Stopped,12/17/2024 8:25
Lorsom/Marc,Lorsom/Marc,not found in KBO data table,12/17/2024 8:25
Subliem BVBA,Subliem,ENT LP Stopped,12/17/2024 8:26
Coppac,Coppac,ENT LP Active,12/17/2024 8:26
Bogimac Engineering NV,Bogimac Engineering,EU Stopped,12/17/2024 8:26
Cartovan BVBA,Cartovan,ENT LP Stopped,12/17/2024 8:27
High-Performance,High-Performance,not found in KBO data table,12/17/2024 8:27
Search & Selection bvba,Search & Selection,EU Active,12/17/2024 8:28
Juvo BVBA,Juvo,ENT LP Active,12/17/2024 8:28
Steurs-Dockx,Steurs-Dockx,EU Active,12/17/2024 8:29
Van Garsse Interieurs nv,Van Garsse Interieurs,ENT LP Stopped,12/17/2024 8:29
Don Bosco,Don Bosco,not found in KBO data table,12/17/2024 8:30
Final Touch,Final Touch,ENT LP Stopped,12/17/2024 8:30
Coup de Poing,Coup de Poing,ENT LP Active,12/17/2024 8:31
Digital Data NV,Digital Data,ENT LP Active,12/17/2024 8:31
Orthopedie Van Haesendonck NV,Orthopedie Van Haesendonck,ENT LP Active,12/17/2024 8:32
Delacroix/Damien,Delacroix/Damien,not found in KBO data table,12/17/2024 8:32
Bourgeois/Jean-Paul,Bourgeois/Jean-Paul,not found in KBO data table,12/17/2024 8:32
Wegrio BVBA,Wegrio,ENT LP Stopped,12/17/2024 8:32
Mercatorfonds,Mercatorfonds,ENT LP Active,12/17/2024 8:33
Deba Nv,Deba,ENT LP Stopped,12/17/2024 8:33
Food Tendance BVBA,Food Tendance,EU Stopped,12/17/2024 8:33
Rehau Nv,Rehau,ENT LP Active,12/17/2024 8:35
Torck Christof,Torck Christof,not found in KBO data table,12/17/2024 8:35
Stegmann Belgium,Stegmann Belgium,ENT LP Active,12/17/2024 8:35
Bermalux bvba,Bermalux,ENT LP Stopped,12/17/2024 8:36
De Ceulaer/Freddy,De Ceulaer/Freddy,not found in KBO data table,12/17/2024 8:36
Tanghe Gerdy BVBA,Tanghe Gerdy,EU Stopped,12/17/2024 8:36
Verstrynge Chris,Verstrynge Chris,not found in KBO data table,12/17/2024 8:37
ABI Place,ABI Place,ENT LP Active,12/17/2024 8:37
Club sa,Club sa,not found in KBO data table,12/17/2024 8:38
Quartefeuille SPRL,Quartefeuille,ENT LP Stopped,12/17/2024 8:38
Similes-Federatie vzw,Similes-Federatie,not found in KBO data table,12/17/2024 8:39
Association Belge Des Enseignants & Pratiquants De Yoga (A.B.E.P.Y.),Association Belge Des Enseignants & Pratiquants De Yoga (A.B.E.P.Y.),not found in KBO data table,12/17/2024 8:40
R.S.B.,R.S.B.,ENT LP Stopped,12/17/2024 8:40
Ceyssens/Jack,Ceyssens/Jack,not found in KBO data table,12/17/2024 8:40
Immo Gevan NV,Immo Gevan,ENT LP Active,12/17/2024 8:40
Amadeus,Amadeus,ENT LP Stopped,12/17/2024 8:41
Peeraer en Co BVBA,Peeraer en Co,not found in KBO data table,12/17/2024 8:41
Publimax,Publimax,ENT LP Stopped,12/17/2024 8:41
Scholen Sanderus,Scholen Sanderus,not found in KBO data table,12/17/2024 8:42
Pano Reizen NV,Pano Reizen,ENT LP Stopped,12/17/2024 8:42
Watelet SPRL,Watelet,not found in KBO data table,12/17/2024 8:42
Parameditheek Juste Raoul,Parameditheek Juste Raoul,ENT LP Active,12/17/2024 8:43
Tonnelier,Tonnelier,not found in KBO data table,12/17/2024 8:43
C.M.S. sa [SENEC],C.M.S. sa [SENEC],not found in KBO data table,12/17/2024 8:43
Brabo CVBA,Brabo,EU Active,12/17/2024 8:17
Tabor,Tabor,not found in KBO data table,12/17/2024 8:20
Gembloux Finances SA,Gembloux Finances SA,not found in KBO data table,12/17/2024 8:20
Ackerman bvba,Ackerman,ENT LP Active,12/17/2024 8:20
The Wine Agency SPRL,The Wine Agency,EU Active,12/17/2024 8:21
Vebewar bvba,Vebewar,ENT LP Stopped,12/17/2024 8:21
Van Den Berghe/Claude,Van Den Berghe/Claude,not found in KBO data table,12/17/2024 8:21
Media 2000,Media 2000,ENT LP Stopped,12/17/2024 8:22
European Tech Serv,European Tech Serv,ENT LP Stopped,12/17/2024 8:22
Van den Elsen Stefaan,Van den Elsen Stefaan,EU Active,12/17/2024 8:23
Bouw Begeleidings Bureau BVBA,Bouw Begeleidings Bureau,ENT LP Active,12/17/2024 8:23
Take Off,Take Off,not found in KBO data table,12/17/2024 8:24
Deweerdt/Paul,Deweerdt/Paul,not found in KBO data table,12/17/2024 8:24
Vanparijs-Deschrijver,Vanparijs-Deschrijver,not found in KBO data table,12/17/2024 8:24
Destrooper & Partners bvba,Destrooper & Partners,ENT LP Active,12/17/2024 8:25
St-Laureins,St-Laureins,not found in KBO data table,12/17/2024 8:26
ARAGONITE BVBA,ARAGONITE,ENT LP Stopped,12/17/2024 8:26
MS Racing bvba,MS Racing,ENT LP Active,12/17/2024 8:26
Drakobosch,Drakobosch,ENT LP Stopped,12/17/2024 8:27
Parelmoer bvba,Parelmoer,ENT LP Active,12/17/2024 8:27
Vingt-deux-dix,Vingt-deux-dix,not found in KBO data table,12/17/2024 8:28
Qatar Airways,Qatar Airways,EU Active,12/17/2024 8:28
IC Distri,IC Distri,not found in KBO data table,12/17/2024 8:29
SCHUTTERS KURT,SCHUTTERS KURT,EU Stopped,12/17/2024 8:29
Oh ! La ! La ! Boulangerie [OH] LA] LA] BOULANGERIE SPRL],Oh ! La ! La ! Boulangerie [OH] LA] LA] BOULANGERIE ],not found in KBO data table,12/17/2024 8:30
L.D. Motors BVBA,L.D. Motors,ENT LP Active,12/17/2024 8:30
Meersman/Marc,Meersman/Marc,not found in KBO data table,12/17/2024 8:31
Siemens N.V.,Siemens N.V.,not found in KBO data table,12/17/2024 8:32
Gerard Denis,Gerard Denis,not found in KBO data table,12/17/2024 8:32
Baes/Pierre,Baes/Pierre,not found in KBO data table,12/17/2024 8:33
Alia Consult,Alia Consult,not found in KBO data table,12/17/2024 8:33
Opalgo Systems,Opalgo Systems,EU Stopped,12/17/2024 8:33
Gobien/Willem,Gobien/Willem,not found in KBO data table,12/17/2024 8:33
Anja,Anja,ENT LP Stopped,12/17/2024 8:34
Dumortier/Marc,Dumortier/Marc,not found in KBO data table,12/17/2024 8:34
Carte Blanche SPRL,Carte Blanche,EU Stopped,12/17/2024 8:34
Stuur Zelf BVBA,Stuur Zelf,not found in KBO data table,12/17/2024 8:35
Henrotte S,Henrotte S,not found in KBO data table,12/17/2024 8:35
Inventive Telecom Partners SA,Inventive Telecom Partners SA,EU Active,12/17/2024 8:35
Tui TravelCenter [WORLD OF TUI TRAVELCENTER],Tui TravelCenter [WORLD OF TUI TRAVELCENTER],not found in KBO data table,12/17/2024 8:35
Bebop bvba,Bebop,ENT LP Stopped,12/17/2024 8:36
HDH & Co,HDH & Co,not found in KBO data table,12/17/2024 8:36
Delvith [DELVITH AG],Delvith [DELVITH AG],not found in KBO data table,12/17/2024 8:36
D'Haene D,D'Haene D,not found in KBO data table,12/17/2024 8:37
Teknika,Teknika,not found in KBO data table,12/17/2024 8:37
Schollaert/Kristof,Schollaert/Kristof,not found in KBO data table,12/17/2024 8:38
Pro Active,Pro Active,EU Stopped,12/17/2024 8:38
Deprez D,Deprez D,not found in KBO data table,12/17/2024 8:38
Wallabie BVBA,Wallabie,ENT LP Stopped,12/17/2024 8:38
BAP-ASMB,BAP-ASMB,ENT LP Stopped,12/17/2024 8:39
Optimal Aircraft Design SPRL,Optimal Aircraft Design,ENT LP Active,12/17/2024 8:39
Blue Island,Blue Island,ENT LP Active,12/17/2024 8:40
Liegeois/Marie-Christine,Liegeois/Marie-Christine,not found in KBO data table,12/17/2024 8:40
Bols Paul bvba,Bols Paul,ENT LP Active,12/17/2024 8:40
Flanders Catering,Flanders Catering,not found in KBO data table,12/17/2024 8:40
Parton/Bert,Parton/Bert,not found in KBO data table,12/17/2024 8:41
Vesuvius Group S.A.,Vesuvius Group S.A.,not found in KBO data table,12/17/2024 8:41
Entraide & Fraternit̩ Vivre Ensemble,Entraide & Fraternit̩ Vivre Ensemble,not found in KBO data table,12/17/2024 8:45
Van Cauwelaert P,Van Cauwelaert P,not found in KBO data table,12/17/2024 8:45
NRD Design,NRD Design,EU Active,12/17/2024 8:17
Mannabis SPRL,Mannabis,ENT LP Stopped,12/17/2024 8:18
Dubbel 8,Dubbel 8,EU Active,12/17/2024 8:19
LJB BVBA,LJB,ENT LP Active,12/17/2024 8:19
Pc Concept,Pc Concept,EU Stopped,12/17/2024 8:19
Conteyor Multibag Systems nv,Conteyor Multibag Systems,ENT LP Stopped,12/17/2024 8:20
Eureka Events SPRL,Eureka Events,ENT LP Active,12/17/2024 8:20
Gelati Van Houcke BVBA,Gelati Van Houcke,EU Active,12/17/2024 8:20
Wysmans,Wysmans,not found in KBO data table,12/17/2024 8:20
Couwet L.,Couwet L.,not found in KBO data table,12/17/2024 8:21
Dodemont SA,Dodemont SA,not found in KBO data table,12/17/2024 8:21
Moerman Marnix,Moerman Marnix,not found in KBO data table,12/17/2024 8:21
Claude Michel Promotion SA,Claude Michel Promotion SA,not found in KBO data table,12/17/2024 8:22
Lara Trans BVBA,Lara Trans,ENT LP Active,12/17/2024 8:22
A.M.D.I.,A.M.D.I.,not found in KBO data table,12/17/2024 8:22
Electro Depauw bvba,Electro Depauw,ENT LP Active,12/17/2024 8:23
Fievet V,Fievet V,not found in KBO data table,12/17/2024 8:23
Verjo Metal BVBA,Verjo Metal,ENT LP Active,12/17/2024 8:24
Oikonde Antwerpen VZW,Oikonde Antwerpen,not found in KBO data table,12/17/2024 8:24
Heremans/Erwin,Heremans/Erwin,not found in KBO data table,12/17/2024 8:25
Azet,Azet,ENT LP Active,12/17/2024 8:25
Dayyeh Company BVBA,Dayyeh Company,ENT LP Active,12/17/2024 8:25
A.F.M. New SA,A.F.M. New SA,not found in KBO data table,12/17/2024 8:26
Kumps Ets SPRL,Kumps Ets,not found in KBO data table,12/17/2024 8:26
Horizon l'Immobili?re [HORIZON L'IMMOBILIERE],Horizon l'Immobili?re [HORIZON L'IMMOBILIERE],not found in KBO data table,12/17/2024 8:27
E C S BVBA,E C S,EU Stopped,12/17/2024 8:27
Lingerie Fashion bvba,Lingerie Fashion,EU Active,12/17/2024 8:28
Webkrea,Webkrea,ENT LP Active,12/17/2024 8:28
Mega Clean Housing,Mega Clean Housing,ENT LP Stopped,12/17/2024 8:29
Akeru,Akeru,ENT LP Stopped,12/17/2024 8:29
Somei sa,Somei sa,not found in KBO data table,12/17/2024 8:29
Lamine/E.,Lamine/E.,not found in KBO data table,12/17/2024 8:29
Beeckmans Traiteur Nv,Beeckmans Traiteur,not found in KBO data table,12/17/2024 8:30
Sans Doute,Sans Doute,EU Active,12/17/2024 8:30
Cinar/Nihat,Cinar/Nihat,not found in KBO data table,12/17/2024 8:31
Smismans/Werner,Smismans/Werner,not found in KBO data table,12/17/2024 8:31
De Prycker/Maarten,De Prycker/Maarten,not found in KBO data table,12/17/2024 8:31
UNIVERSITE CATHOLIQUE DE LOUVAIN,UNIVERSITE CATHOLIQUE DE LOUVAIN,not found in KBO data table,12/17/2024 8:32
Sam Annour,Sam Annour,ENT LP Active,12/17/2024 8:33
Bexco Fibres Nv,Bexco Fibres,ENT LP Stopped,12/17/2024 8:33
Janssens F,Janssens F,not found in KBO data table,12/17/2024 8:33
Axel Troch BVBA,Axel Troch,ENT LP Active,12/17/2024 8:33
Zerun/Piotr,Zerun/Piotr,not found in KBO data table,12/17/2024 8:34
Change VR Consult,Change VR Consult,ENT LP Stopped,12/17/2024 8:34
Aan De Watergang NV,Aan De Watergang,not found in KBO data table,12/17/2024 8:34
Rottiers No?lla,Rottiers No?lla,not found in KBO data table,12/17/2024 8:35
Delecatessen Nathalie,Delecatessen Nathalie,not found in KBO data table,12/17/2024 8:35
de Groeve/Jan,de Groeve/Jan,not found in KBO data table,12/17/2024 8:35
Patricia,Patricia,not found in KBO data table,12/17/2024 8:36
Alterimmo,Alterimmo,EU Active,12/17/2024 8:36
F.R. Socks,F.R. Socks,ENT LP Stopped,12/17/2024 8:36
Country Seasons,Country Seasons,EU Stopped,12/17/2024 8:37
Sunbeam Belgium,Sunbeam Belgium,ENT LP Stopped,12/17/2024 8:37
Agence Locale Emploi,Agence Locale Emploi,not found in KBO data table,12/17/2024 8:37
Van Roy/Bruno,Van Roy/Bruno,not found in KBO data table,12/17/2024 8:37
Scan,Scan,not found in KBO data table,12/17/2024 8:38
Van Cauter J,Van Cauter J,not found in KBO data table,12/17/2024 8:38
Lamchassis SPRL,Lamchassis,ENT LP Active,12/17/2024 8:38
Emmaco,Emmaco,ENT LP Active,12/17/2024 8:39
PMP Am̩nagement SPRL,PMP Am̩nagement,not found in KBO data table,12/17/2024 8:39
Eprivate SPRL,Eprivate,ENT LP Stopped,12/17/2024 8:39
Microman Roeselare,Microman Roeselare,ENT LP Stopped,12/17/2024 8:40
Pep'S Sanit,Pep'S Sanit,ENT LP Stopped,12/17/2024 8:40
Outfort CVBA,Outfort,ENT LP Active,12/17/2024 8:40
Thales Information Systems,Thales Information Systems,ENT LP Stopped,12/17/2024 8:41
A.B.C. Kickers BVBA,A.B.C. Kickers,ENT LP Stopped,12/17/2024 8:41
Chi-Chi dog [CHI-CHI-DOG],Chi-Chi dog [CHI-CHI-DOG],not found in KBO data table,12/17/2024 8:42
Algemene Aannemingen Merckx,Algemene Aannemingen Merckx,ENT LP Stopped,12/17/2024 8:42
Elizabal/Lydie,Elizabal/Lydie,not found in KBO data table,12/17/2024 8:43
Blond S.,Blond S.,not found in KBO data table,12/17/2024 8:43
Adeac SA,Adeac SA,not found in KBO data table,12/17/2024 8:57
De Passage,De Passage,not found in KBO data table,12/17/2024 8:57
Dalemans SA,Dalemans SA,not found in KBO data table,12/17/2024 8:58
Orient International,Orient International,not found in KBO data table,12/17/2024 8:58
Vekemans Tim,Vekemans Tim,not found in KBO data table,12/17/2024 8:58
Pleintje ('t),Pleintje ('t),not found in KBO data table,12/17/2024 8:59
Behague F,Behague F,not found in KBO data table,12/17/2024 8:59
Saba Jaouad,Saba Jaouad,not found in KBO data table,12/17/2024 8:59
B Next Management SPRL,B Next Management,ENT LP Active,12/17/2024 9:00
Heirman/Roger,Heirman/Roger,not found in KBO data table,12/17/2024 9:00
Verhoeven G NV,Verhoeven G,not found in KBO data table,12/17/2024 9:00
Comptoir Janine,Comptoir Janine,EU Stopped,12/17/2024 9:00
Burrick Pia,Burrick Pia,not found in KBO data table,12/17/2024 9:01
Ghesquiere F,Ghesquiere F,not found in KBO data table,12/17/2024 9:01
D P E,D P E,not found in KBO data table,12/17/2024 9:03
Gommeren BVBA,Gommeren,ENT LP Stopped,12/17/2024 9:03
I S T C SA,I S T C SA,not found in KBO data table,12/17/2024 9:03
D-outlet BVBA,D-outlet,ENT LP Stopped,12/17/2024 9:04
L.M.I.,L.M.I.,ENT LP Stopped,12/17/2024 9:04
Dekoninck Construct BVBA,Dekoninck Construct,ENT LP Active,12/17/2024 9:04
Meubelen Neven NV,Meubelen Neven,ENT LP Active,12/17/2024 9:05
Parksken ('t),Parksken ('t),not found in KBO data table,12/17/2024 9:06
Denayer L,Denayer L,not found in KBO data table,12/17/2024 9:06
Glansdorff/Isabelle,Glansdorff/Isabelle,not found in KBO data table,12/17/2024 9:06
Vanparijs Deschrijver vof,Vanparijs Deschrijver,not found in KBO data table,12/17/2024 9:06
Confederatie Bouw West-Vlaanderen-Kantoor Kortrijk,Confederatie Bouw West-Vlaanderen-Kantoor Kortrijk,not found in KBO data table,12/17/2024 9:07
Chauffage Clarembaux sa,Chauffage Clarembaux sa,not found in KBO data table,12/17/2024 9:07
Palais De Chine [LE PALAIS DE CHINE],Palais De Chine [LE PALAIS DE CHINE],not found in KBO data table,12/17/2024 9:07
North Sea Boating BVBA,North Sea Boating,ENT LP Active,12/17/2024 9:07
Dog's Club,Dog's Club,EU Active,12/17/2024 9:08
