OriginalCompanyName,CleanedCompanyName,Status,Timestamp
GTF Belgium SPRL,GTF Belgium,not found in KBO data table,2024-12-17 09:16:26
Poublon/Claudine [FANCY],Poublon/Claudine [FANCY],No result found for this search term,2024-12-17 09:16:41
Ideal Interim Sa,Ideal Interim Sa,not found in KBO data table,2024-12-17 09:16:57
J. Carlier &amp Co gcv,J. Carlier &amp Co gcv,No result found for this search term,2024-12-17 09:17:12
Symex Economics Belgium,Symex Economics Belgium,No result found for this search term,2024-12-17 09:17:28
Proot/Patrick,Proot/Patrick,not found in KBO data table,2024-12-17 09:17:43
LIGUE DES FAMILLES ASBL,LIGUE DES FAMILLES,ENT LP Active,2024-12-17 09:17:59
"Onze-Lieve-Vrouwinstituut, Middenschool","Onze-Lieve-Vrouwinstituut, Middenschool",not found in KBO data table,2024-12-17 09:18:15
Life-Balance,Life-Balance,not found in KBO data table,2024-12-17 09:18:30
Bij Els,Bij Els,EU Stopped,2024-12-17 09:18:46
ESL Group SA,ESL Group SA,not found in KBO data table,2024-12-17 09:19:01
De Pauw I,De Pauw I,not found in KBO data table,2024-12-17 09:19:17
Focus Advertising NV,Focus Advertising,ENT LP Active,2024-12-17 09:19:33
Habraken/Marc,Habraken/Marc,not found in KBO data table,2024-12-17 09:19:48
"Kortessem, Gemeentebestuur Kortessem","Kortessem, Gemeentebestuur Kortessem",error,
Toussaint/Philippe,Toussaint/Philippe,not found in KBO data table,2024-12-17 09:21:05
Nauwelaers A &amp F NV,Nauwelaers A &amp F,No result found for this search term,2024-12-17 09:21:21
Domotica &amp Lifestyle Pasqualino,Domotica &amp Lifestyle Pasqualino,No result found for this search term,2024-12-17 09:21:36
Van De Peer Ludo,Van De Peer Ludo,not found in KBO data table,2024-12-17 09:21:52
G MagnÃ©e SPRL,G MagnÃ©e,error,
Metzler R,Metzler R,error,
Promo Ch?ssis,Promo Ch?ssis,error,
Adriaens/Veronique,Adriaens/Veronique,error,
Vanbuel R,Vanbuel R,error,
Bauters Bouwbedrijf,Bauters Bouwbedrijf,error,
AC Consulting,AC Consulting,error,
Baert E,Baert E,error,
Leenaerts//,Leenaerts//,not found in KBO data table,2024-12-17 08:57:26
VDV Parket,VDV Parket,ENT LP Stopped,2024-12-17 08:57:41
De Sleutelbos BVBA,De Sleutelbos,ENT LP Active,2024-12-17 08:57:57
Descamps Ludo,Descamps Ludo,No result found for this search term,2024-12-17 08:58:12
Berlaar,Berlaar,EU Stopped,2024-12-17 08:58:29
Anseeuw Houthandel BVBA,Anseeuw Houthandel,not found in KBO data table,2024-12-17 08:58:45
Van De Voorde/Peter,Van De Voorde/Peter,not found in KBO data table,2024-12-17 08:59:00
Arvic,Arvic,error,
Autorijschool Gino,Autorijschool Gino,ENT LP Stopped,2024-12-17 09:00:17
Schelfaut/Johan,Schelfaut/Johan,not found in KBO data table,2024-12-17 09:00:32
Delfi-Delerue,Delfi-Delerue,not found in KBO data table,2024-12-17 09:00:48
Kunstsmederij Devoldere H,Kunstsmederij Devoldere H,No result found for this search term,2024-12-17 09:01:03
BMS Wijndepot NV,BMS Wijndepot,error,
Billens Jean-Pierre,Billens Jean-Pierre,error,
K.E. Projects,K.E. Projects,error,
Verhelst-Buys,Verhelst-Buys,error,
Den Oudenhof bvba,Den Oudenhof,error,
Moreau/Philip [MOREAU PHILIP],Moreau/Philip [MOREAU PHILIP],error,
Deneve/Wilfried,Deneve/Wilfried,error,
PHILIPS-VAN DEN BREMPT/Emilienne,PHILIPS-VAN DEN BREMPT/Emilienne,error,
Plastiqual SA,Plastiqual SA,error,
Dance Images BVBA,Dance Images,error,
Dolfijntje ('t) BVBA,Dolfijntje ('t),error,
Ascona NV,Ascona,error,
Blueberry-Hill Avonturensportcentrum NV,Blueberry-Hill Avonturensportcentrum,error,
CLINIQUES UNIVERSITAIRES ST-LUC,CLINIQUES UNIVERSITAIRES ST-LUC,error,
Advocatenkantoor Guy Van Dyck BVBA,Advocatenkantoor Guy Van Dyck,error,
A la Carte,A la Carte,error,
Les Espaces d'Equilibre SPRL,Les Espaces d'Equilibre,error,
Sati Nv,Sati,error,
Kleinjans-Lambrechts/Augusta [BLOEMEN PLANTEN EN TUINDEKORAT],Kleinjans-Lambrechts/Augusta [BLOEMEN PLANTEN EN TUINDEKORAT],error,
Schoolmeesters C,Schoolmeesters C,error,
Ottenburgh-De Smet/L. [D.D.H. DENTAL & DESIGN HANDEL],Ottenburgh-De Smet/L. [D.D.H. DENTAL & DESIGN HANDEL],error,
Cattoir NV,Cattoir,error,
Achten/Ludo,Achten/Ludo,error,
Baetens/Paul,Baetens/Paul,error,
D.R.A.I. Belgium NV,D.R.A.I. Belgium,error,
Van Ocken K,Van Ocken K,error,
Groupement Pharmaceutique de l' U.E.,Groupement Pharmaceutique de l' U.E.,No result found for this search term,2024-12-17 09:27:42
De Weweire/Fr,De Weweire/Fr,No result found for this search term,2024-12-17 09:27:57
Packaging Service Center NV,Packaging Service Center,ENT LP Active,2024-12-17 09:28:13
Psychiatrisch Ziekenhuis St. Jan,Psychiatrisch Ziekenhuis St. Jan,No result found for this search term,2024-12-17 09:28:28
Jewel in a Box,Jewel in a Box,EU Active,2024-12-17 09:28:44
Sac ? Sac [SAC A SAC],Sac ? Sac [SAC A SAC],not found in KBO data table,2024-12-17 09:28:59
Lambeir/Hilde,Lambeir/Hilde,not found in KBO data table,2024-12-17 09:29:15
"MutualitÃ© ChrÃ©tienne de Li?ge, Assurances hospitalisation","MutualitÃ© ChrÃ©tienne de Li?ge, Assurances hospitalisation",No result found for this search term,2024-12-17 09:29:30
Bionerga,Bionerga,ENT LP Active,2024-12-17 09:29:46
Districar SA,Districar SA,EU Stopped,2024-12-17 09:30:01
Vermeiren G,Vermeiren G,not found in KBO data table,2024-12-17 09:30:17
Medical Solutions,Medical Solutions,not found in KBO data table,2024-12-17 09:30:33
De La Villehuchet/Laetitia,De La Villehuchet/Laetitia,No result found for this search term,2024-12-17 09:30:48
"Bockstael/Michel [BOCKSTAEL, JAN]","Bockstael/Michel [BOCKSTAEL, JAN]",No result found for this search term,2024-12-17 09:31:04
P.W.T. Bvba,P.W.T.,ENT LP Active,2024-12-17 09:31:19
Overlegplatform GGZ,Overlegplatform GGZ,not found in KBO data table,2024-12-17 09:31:35
Marc (Kapsalon),Marc (Kapsalon),not found in KBO data table,2024-12-17 09:31:51
Clarysse Patrick D.O.,Clarysse Patrick D.O.,No result found for this search term,2024-12-17 09:32:07
G &amp G Verpakkingen,G &amp G Verpakkingen,No result found for this search term,2024-12-17 09:32:22
Copyright Kunst &amp Architectuur,Copyright Kunst &amp Architectuur,No result found for this search term,2024-12-17 09:32:38
Transport Donatien Kapeta BVBA,Transport Donatien Kapeta,ENT LP Stopped,2024-12-17 09:32:53
De Moor/Dirk [EASY PRESS],De Moor/Dirk [EASY PRESS],No result found for this search term,2024-12-17 09:33:09
Pecheny Pneus,Pecheny Pneus,ENT LP Active,2024-12-17 09:33:24
P.R.B.M.-Consulting BVBA,P.R.B.M.-Consulting,not found in KBO data table,2024-12-17 09:33:40
Pauwelyn Koen,Pauwelyn Koen,not found in KBO data table,2024-12-17 09:33:55
Snoeiwerken De Ridder,Snoeiwerken De Ridder,No result found for this search term,2024-12-17 09:34:11
Van Overberghe/Guy,Van Overberghe/Guy,not found in KBO data table,2024-12-17 09:34:26
Gillis-Gies/L.,Gillis-Gies/L.,No result found for this search term,2024-12-17 09:34:42
Notenbaert Willy en zoon nv,Notenbaert Willy en zoon,not found in KBO data table,2024-12-17 09:34:57
Body X - Trem,Body X - Trem,not found in KBO data table,2024-12-17 09:35:12
Manufert Nv,Manufert,No result found for this search term,2024-12-17 09:35:28
"Lindenhof, Culinair [HD CULINAIR]","Lindenhof, Culinair [HD CULINAIR]",No result found for this search term,2024-12-17 09:35:43
Luxor,Luxor,not found in KBO data table,2024-12-17 09:35:59
Dillen-Hellemans/A.,Dillen-Hellemans/A.,No result found for this search term,2024-12-17 09:36:15
Debroko nv [ALBERTZ BADKAMERMEUBELEN],Debroko  [ALBERTZ BADKAMERMEUBELEN],No result found for this search term,2024-12-17 09:36:31
Key Lock Security SA,Key Lock Security SA,error,
Pure Nature,Pure Nature,ENT LP Stopped,2024-12-17 09:37:47
Leberg Sources sa,Leberg Sources sa,error,
Zeker Wonen-Bouwmaatschappij Bouquet,Zeker Wonen-Bouwmaatschappij Bouquet,No result found for this search term,2024-12-17 09:39:03
B.G.C.B. SPRL,B.G.C.B.,No result found for this search term,2024-12-17 09:39:19
Easy Living SA,Easy Living SA,not found in KBO data table,2024-12-17 09:39:34
Malengier BVBA,Malengier,ENT LP Active,2024-12-17 09:39:50
Miles &amp Miles,Miles &amp Miles,error,
Holcim (Belgique) [ADMINISTRATION],Holcim (Belgique) [ADMINISTRATION],No result found for this search term,2024-12-17 09:41:06
BAUMAL HENRI-LEBON YVES,BAUMAL HENRI-LEBON YVES,No result found for this search term,2024-12-17 09:41:22
Sluys International NV,Sluys International,ENT LP Active,2024-12-17 09:41:37
Manu Koel- en Elektrotechniek,Manu Koel- en Elektrotechniek,not found in KBO data table,2024-12-17 09:41:53
BENJAMIN KIDS,BENJAMIN KIDS,error,
Govaers,Govaers,not found in KBO data table,2024-12-17 09:43:10
Fantasia,Fantasia,ENT LP Stopped,2024-12-17 09:43:26
Stassen Hoveniersbedrijf,Stassen Hoveniersbedrijf,not found in KBO data table,2024-12-17 09:43:41
Ordning &amp Reda,Ordning &amp Reda,No result found for this search term,2024-12-17 09:43:57
De Cock (Firma) NV,De Cock (Firma),error,
Aqualibi [WALIBI BELGIUM],Aqualibi [WALIBI BELGIUM],error,
Vos/Urbain,Vos/Urbain,error,
Caplenco Int nv [CAPLENCO INTERNATIONAL],Caplenco Int  [CAPLENCO INTERNATIONAL],error,
G.M.G. SPRL,G.M.G.,error,
Imeco,Imeco,error,
La Fleur de Jasmin,La Fleur de Jasmin,error,
Goovaerts J. [LABO J. GOOVAERTS],Goovaerts J. [LABO J. GOOVAERTS],error,
C.D.G,C.D.G,error,
Districhamp nv,Districhamp,error,
P.C.B Concept,P.C.B Concept,error,
Adams Caroline & Co,Adams Caroline & Co,No result found for this search term,2024-12-17 08:58:25
Ter Mude nv,Ter Mude,error,
Buracom BVBA,Buracom,not found in KBO data table,2024-12-17 08:59:42
Twice as Nice,Twice as Nice,EU Active,2024-12-17 08:59:57
P&O Ferries,P&O Ferries,not found in KBO data table,2024-12-17 09:00:13
Huppertz SA,Huppertz SA,not found in KBO data table,2024-12-17 09:00:28
AC2i,AC2i,error,
Deroteleur H,Deroteleur H,not found in KBO data table,2024-12-17 09:01:45
SPORT 2000,SPORT 2000,ENT LP Stopped,2024-12-17 09:02:01
Claes Center,Claes Center,error,
JMJ Company NV,JMJ Company,error,
Bekaert/Greet [BEKAERT BART],Bekaert/Greet [BEKAERT BART],error,
Deleye Sneldruk bvba,Deleye Sneldruk,error,
Geral NV,Geral,error,
Pinson J,Pinson J,error,
Ender D?Â¶ner Kebap Pizzaria,Ender D?Â¶ner Kebap Pizzaria,error,
Van Biesen-Pieters BVBA,Van Biesen-Pieters,error,
Manet-Claeye/Peter [2PM CONSULTING],Manet-Claeye/Peter [2PM CONSULTING],error,
Lerou NV,Lerou,error,
Packing Creative Systems nv,Packing Creative Systems,error,
Maisons Baijot,Maisons Baijot,error,
Lenssen/Paul,Lenssen/Paul,error,
Tradart,Tradart,error,
Buytaert Albert BVBA,Buytaert Albert,error,
Au SpÃ©cialiste,Au SpÃ©cialiste,error,
Office Communal Du Tourisme,Office Communal Du Tourisme,error,
Bektas,Bektas,error,
Vermote BVBA,Vermote,error,
UniversitÃ© de Li?ge,UniversitÃ© de Li?ge,error,
Boxdesign BVBA,Boxdesign,error,
Randour J,Randour J,error,
Poelmans Ludo,Poelmans Ludo,error,
Lonnoy-Luckett/J.-C.,Lonnoy-Luckett/J.-C.,error,
Chez Christophe,Chez Christophe,error,
Armurerie Army-Sports,Armurerie Army-Sports,No result found for this search term,2024-12-17 09:27:38
Coppens T,Coppens T,not found in KBO data table,2024-12-17 09:27:54
Bils-Lismond/Rudi,Bils-Lismond/Rudi,No result found for this search term,2024-12-17 09:28:09
Schroven/Ivo,Schroven/Ivo,not found in KBO data table,2024-12-17 09:28:25
Ets Bullman SA,Ets Bullman SA,not found in KBO data table,2024-12-17 09:28:40
Nys Laswerken BVBA,Nys Laswerken,not found in KBO data table,2024-12-17 09:28:56
Dejitronic,Dejitronic,EU Stopped,2024-12-17 09:29:11
Vanderheyden/Erik,Vanderheyden/Erik,not found in KBO data table,2024-12-17 09:29:27
DKN Construct,DKN Construct,No result found for this search term,2024-12-17 09:29:42
Van den Bogaert Raf,Van den Bogaert Raf,EU Active,2024-12-17 09:29:58
Mu?oz Ares/Beatriz,Mu?oz Ares/Beatriz,No result found for this search term,2024-12-17 09:30:13
G.M.T. Belgium SA,G.M.T. Belgium SA,not found in KBO data table,2024-12-17 09:30:29
MDCM [MDCM  SPRL],MDCM [MDCM  ],not found in KBO data table,2024-12-17 09:30:45
"International Shoe Agencies Jimmy Baert nv, Baert nv","International Shoe Agencies Jimmy Baert , Baert",not found in KBO data table,2024-12-17 09:31:00
Brasseur Henry SA,Brasseur Henry SA,not found in KBO data table,2024-12-17 09:31:16
K.V.S. Lighting,K.V.S. Lighting,EU Stopped,2024-12-17 09:31:31
Demuynck K,Demuynck K,not found in KBO data table,2024-12-17 09:31:48
Detaille/Jo?lle,Detaille/Jo?lle,not found in KBO data table,2024-12-17 09:32:04
Haesaerts Frank,Haesaerts Frank,EU Stopped,2024-12-17 09:32:19
MusÃ©e de la CÃ©ramique,MusÃ©e de la CÃ©ramique,No result found for this search term,2024-12-17 09:32:35
De Vierkante Meter,De Vierkante Meter,ENT LP Active,2024-12-17 09:32:50
Vandekerckhoven/Len [VANDEKERKHOVE LEN],Vandekerckhoven/Len [VANDEKERKHOVE LEN],No result found for this search term,2024-12-17 09:33:06
Van Casteren C,Van Casteren C,not found in KBO data table,2024-12-17 09:33:21
J&W Partners,J&W Partners,not found in KBO data table,2024-12-17 09:33:36
Cye Consult,Cye Consult,ENT LP Active,2024-12-17 09:33:52
Jeugddienst,Jeugddienst,not found in KBO data table,2024-12-17 09:34:08
Herckenrode,Herckenrode,ENT LP Active,2024-12-17 09:34:23
HÃ¤stens Megastore Antwerpen,HÃ¤stens Megastore Antwerpen,not found in KBO data table,2024-12-17 09:34:39
Cruysberghs/Willy [IRIS],Cruysberghs/Willy [IRIS],No result found for this search term,2024-12-17 09:34:55
Bouwonderneming Sterckx BVBA,Bouwonderneming Sterckx,not found in KBO data table,2024-12-17 09:35:10
Lieve(Coiffure),Lieve(Coiffure),not found in KBO data table,2024-12-17 09:35:26
B.S.N. BVBA,B.S.N.,ENT LP Active,2024-12-17 09:35:41
Vandermeulen/Raphael,Vandermeulen/Raphael,No result found for this search term,2024-12-17 09:35:57
Crazy Cow BVBA,Crazy Cow,ENT LP Active,2024-12-17 09:36:12
"Centre de Consultations PrÃ©matrimoniales & Matrimoniales Marconi, Centre Consultation PrÃ©matrimoniales & Matrimoniales Marconi","Centre de Consultations PrÃ©matrimoniales & Matrimoniales Marconi, Centre Consultation PrÃ©matrimoniales & Matrimoniales Marconi",No result found for this search term,2024-12-17 09:36:28
Standaard Boekhandel Tielt,Standaard Boekhandel Tielt,No result found for this search term,2024-12-17 09:36:43
De Cock/Patrick [DIAMOND SERVICES],De Cock/Patrick [DIAMOND SERVICES],No result found for this search term,2024-12-17 09:36:59
Browaeys/Peter,Browaeys/Peter,not found in KBO data table,2024-12-17 09:37:14
Maisin/P.,Maisin/P.,No result found for this search term,2024-12-17 09:37:30
Celtic Ireland BVBA,Celtic Ireland,EU Stopped,2024-12-17 09:37:45
Allure:kleur-en stijladvies,Allure:kleur-en stijladvies,No result found for this search term,2024-12-17 09:38:01
Peeters-Belmans/B. [PICOBELLO],Peeters-Belmans/B. [PICOBELLO],No result found for this search term,2024-12-17 09:38:16
Van Den Bergh/Walter,Van Den Bergh/Walter,not found in KBO data table,2024-12-17 09:38:31
Blue C,Blue C,error,
Dockx Car & Truck Rental nv,Dockx Car & Truck Rental,EU Stopped,2024-12-17 09:39:48
Boes/G.,Boes/G.,not found in KBO data table,2024-12-17 09:40:03
Aquapunt d'Autreppe SPRL,Aquapunt d'Autreppe,ENT LP Stopped,2024-12-17 09:40:19
"Tous les Services, C.I.F.E.C. DÃ©couvertes Myst?re","Tous les Services, C.I.F.E.C. DÃ©couvertes Myst?re",No result found for this search term,2024-12-17 09:40:34
Cedesign,Cedesign,error,
"Central, Keupers/Rudi [BRASSERIE CENTRAL]","Central, Keupers/Rudi [BRASSERIE CENTRAL]",No result found for this search term,2024-12-17 09:41:51
Hydro-Tools sa,Hydro-Tools sa,not found in KBO data table,2024-12-17 09:42:06
Economic [ECONOMIC BVBA],Economic [ECONOMIC ],not found in KBO data table,2024-12-17 09:42:22
Speelberg (De),Speelberg (De),not found in KBO data table,2024-12-17 09:42:38
Anne Pedicure,Anne Pedicure,error,
Het Podium,Het Podium,ENT LP Stopped,2024-12-17 09:43:55
Entraide Culture ASBL,Entraide Culture,not found in KBO data table,2024-12-17 09:44:11
Boss Services SA,Boss Services SA,error,
C.P.A.S.,C.P.A.S.,error,
Tandartsenpraktijk Cornille Fernand,Tandartsenpraktijk Cornille Fernand,error,
Nickyvergo,Nickyvergo,error,
Hermans/Hugo,Hermans/Hugo,error,
ROBBRECHTS-BIESMANS/JOZEF,ROBBRECHTS-BIESMANS/JOZEF,error,
HG Music Productions,HG Music Productions,error,
Deveux &amp Collin SPRL,Deveux &amp Collin,error,
Ecopain D'Ignace (L') SPRL,Ecopain D'Ignace (L'),error,
Prima Lettering Nv,Prima Lettering,ENT LP Active,2024-12-17 08:57:24
Leonard/ValÃ©rie [B2WIN],Leonard/ValÃ©rie [B2WIN],No result found for this search term,2024-12-17 08:57:40
Technodel sprl,Technodel,error,
Maes Adiel nv,Maes Adiel,not found in KBO data table,2024-12-17 08:58:56
KoopjesGigant,KoopjesGigant,EU Stopped,2024-12-17 08:59:12
Carole Saenen BVBA,Carole Saenen,No result found for this search term,2024-12-17 08:59:27
Plantema/Nicole [DE VOSKENS],Plantema/Nicole [DE VOSKENS],No result found for this search term,2024-12-17 08:59:43
Onsea/Jos,Onsea/Jos,error,
ETS DEVERGNIES SPRL,ETS DEVERGNIES,EU Stopped,2024-12-17 09:00:59
Natalima Electro-Technique,Natalima Electro-Technique,EU Stopped,2024-12-17 09:01:15
J.L. Style SPRL,J.L. Style,ENT LP Stopped,2024-12-17 09:01:30
Will-Pharma,Will-Pharma,EU Active,2024-12-17 09:01:46
Autobedrijf Caudron nv [CAUDRON FIAT LANCIA ALFA ROMEO],Autobedrijf Caudron  [CAUDRON FIAT LANCIA ALFA ROMEO],error,
D.M.C. SA,D.M.C. SA,error,
Antwerp Stevedoring International [WIJNGAARD NATIE TRANSPORT],Antwerp Stevedoring International [WIJNGAARD NATIE TRANSPORT],error,
Baert,Baert,error,
Belgatraders/Nicodemus,Belgatraders/Nicodemus,error,
Villa Kakelbond,Villa Kakelbond,error,
Injoy Productions SPRL,Injoy Productions,error,
RÃ©sidence Ste Claire,RÃ©sidence Ste Claire,error,
Institut Saint-Joseph,Institut Saint-Joseph,error,
Cappelleman/Luc,Cappelleman/Luc,error,
D-Roy EBVBA,D-Roy EBVBA,error,
A & D Tyres,A & D Tyres,error,
Immo Houthoofd,Immo Houthoofd,error,
A B C Travel,A B C Travel,error,
VIRTAUS EBVBA,VIRTAUS EBVBA,error,
Mondial Machines Arends & Cie scs,Mondial Machines Arends & Cie scs,error,
Petitjean S.A.,Petitjean S.A.,error,
Guglielmo/Franco [ART & PUB],Guglielmo/Franco [ART & PUB],error,
Collard Y,Collard Y,error,
"Gaufre de Bruxelles, Simpex group International [AU GATEAU DE BRUXELLES]","Gaufre de Bruxelles, Simpex group International [AU GATEAU DE BRUXELLES]",error,
Verstraeten,Verstraeten,error,
Artifreeze SA,Artifreeze SA,error,
Virtuality ESV,Virtuality ESV,error,
Dekempeneer H.F.W. nv,Dekempeneer H.F.W.,error,
Van Roeyen Ramen nv,Van Roeyen Ramen,error,
Theartofadvertising EBVBA,Theartofadvertising EBVBA,error,
Bloemania,Bloemania,EU Stopped,2024-12-17 09:28:25
Imago-Textiel BVBA,Imago-Textiel,not found in KBO data table,2024-12-17 09:28:40
IT Factory BVBA,IT Factory,EU Active,2024-12-17 09:28:56
Fayen J-F,Fayen J-F,No result found for this search term,2024-12-17 09:29:12
Vermeulen/Christ,Vermeulen/Christ,not found in KBO data table,2024-12-17 09:29:27
Igilo SA,Igilo SA,not found in KBO data table,2024-12-17 09:29:43
Aventure Parc,Aventure Parc,not found in KBO data table,2024-12-17 09:29:58
Hilde Theunis BVBA,Hilde Theunis,not found in KBO data table,2024-12-17 09:30:14
Christiaens/Pol,Christiaens/Pol,not found in KBO data table,2024-12-17 09:30:29
De Klussenier Johan Vandendries,De Klussenier Johan Vandendries,No result found for this search term,2024-12-17 09:30:45
Van Hauwaert/Wilfried,Van Hauwaert/Wilfried,not found in KBO data table,2024-12-17 09:31:00
Luyckx Wim,Luyckx Wim,EU Stopped,2024-12-17 09:31:16
Torfs/Wim,Torfs/Wim,not found in KBO data table,2024-12-17 09:31:31
Biren-Depienne/Eric,Biren-Depienne/Eric,No result found for this search term,2024-12-17 09:31:47
Agora Deinze,Agora Deinze,ENT LP Stopped,2024-12-17 09:32:02
A.D. Froidmont,A.D. Froidmont,EU Stopped,2024-12-17 09:32:18
AVVA Systems BVBA,AVVA Systems,ENT LP Active,2024-12-17 09:32:33
Van Braband B,Van Braband B,not found in KBO data table,2024-12-17 09:32:49
Andries/Frieda,Andries/Frieda,not found in KBO data table,2024-12-17 09:33:04
Stukadoorwerken Moors Matieu [MOORS MATHIEU],Stukadoorwerken Moors Matieu [MOORS MATHIEU],No result found for this search term,2024-12-17 09:33:20
PC-Matic BVBA,PC-Matic,ENT LP Active,2024-12-17 09:33:35
Ools/Willy,Ools/Willy,not found in KBO data table,2024-12-17 09:33:51
"Algemeen nummer, Sport","Algemeen nummer, Sport",No result found for this search term,2024-12-17 09:34:06
Kettal Antwerp Store,Kettal Antwerp Store,No result found for this search term,2024-12-17 09:34:22
Optiek Pupil BVBA,Optiek Pupil,No result found for this search term,2024-12-17 09:34:37
Star Entertainment BVBA,Star Entertainment,ENT LP Active,2024-12-17 09:34:53
Carlier/Xavier,Carlier/Xavier,not found in KBO data table,2024-12-17 09:35:08
Dirk Vanhout Interieurprojecten [VANHOUT DIRK INTERIEURPROJECT],Dirk Vanhout Interieurprojecten [VANHOUT DIRK INTERIEURPROJECT],No result found for this search term,2024-12-17 09:35:24
"Inlichtingen Stadsbestuur Sint Niklaas, Milieuhuis Walburg","Inlichtingen Stadsbestuur Sint Niklaas, Milieuhuis Walburg",No result found for this search term,2024-12-17 09:35:40
KetelsSoftwareEngineering,KetelsSoftwareEngineering,EU Stopped,2024-12-17 09:35:55
Now Screen Printing SA,Now Screen Printing SA,not found in KBO data table,2024-12-17 09:36:11
Optiwatch BVBA,Optiwatch,ENT LP Active,2024-12-17 09:36:26
Defr?re Alexandre,Defr?re Alexandre,No result found for this search term,2024-12-17 09:36:42
Happy Life Consulting SPRL,Happy Life Consulting,ENT LP Active,2024-12-17 09:36:57
All-Workz,All-Workz,EU Stopped,2024-12-17 09:37:13
Alfabyte BVBA,Alfabyte,error,
"Dizier B. - Avocat, Nicaise M.","Dizier B. - Avocat, Nicaise M.",No result found for this search term,2024-12-17 09:38:29
De Meulder T.,De Meulder T.,not found in KBO data table,2024-12-17 09:38:45
Van Sint Jan/Pierre,Van Sint Jan/Pierre,not found in KBO data table,2024-12-17 09:39:00
Inst MÃ©dico-PÃ©dagogique RenÃ© Thone,Inst MÃ©dico-PÃ©dagogique RenÃ© Thone,No result found for this search term,2024-12-17 09:39:16
Tweewielers De Bondt,Tweewielers De Bondt,error,
Conforma NV,Conforma,ENT LP Active,2024-12-17 09:40:32
Grey Worldwide,Grey Worldwide,No result found for this search term,2024-12-17 09:40:48
Magnuszewski/Jozef [MAGNUSZEWSKI JOSEF],Magnuszewski/Jozef [MAGNUSZEWSKI JOSEF],No result found for this search term,2024-12-17 09:41:03
Ecole Primaire d'Enseignement SpÃ©cial de la CommunautÃ© Fran?aise La GlandÃ©e,Ecole Primaire d'Enseignement SpÃ©cial de la CommunautÃ© Fran?aise La GlandÃ©e,No result found for this search term,2024-12-17 09:41:19
Verboven/A.,Verboven/A.,error,
IPA Software,IPA Software,ENT LP Active,2024-12-17 09:42:35
Burke Trading,Burke Trading,ENT LP Active,2024-12-17 09:42:51
Deman-Ameye J.L. BVBA,Deman-Ameye J.L.,not found in KBO data table,2024-12-17 09:43:06
Duray-Sunoco Motor Oil,Duray-Sunoco Motor Oil,No result found for this search term,2024-12-17 09:43:22
Intropex BVBA,Intropex,error,
Raisin-Loos/D. [KURMA],Raisin-Loos/D. [KURMA],error,
Meubelopslag Ropat Eke NV,Meubelopslag Ropat Eke,error,
Vastgoed Lamfert BVBA,Vastgoed Lamfert,error,
Etains des Potstainiers Hutois SA,Etains des Potstainiers Hutois SA,error,
Claessens E,Claessens E,error,
"Hoofdkantoren, OCMW - Mechelen","Hoofdkantoren, OCMW - Mechelen",error,
Meganck E,Meganck E,error,
Vyvey Keukens BVBA,Vyvey Keukens,error,
Pizza Box SPRL,Pizza Box,error,
Kaasweelde,Kaasweelde,error,
Botech,Botech,error,
Craeyenest bvba,Craeyenest,ENT LP Active,2024-12-17 08:57:24
Duffelcoat Productions NV,Duffelcoat Productions,ENT LP Active,2024-12-17 08:57:40
Immo Mag SCRL,Immo Mag,not found in KBO data table,2024-12-17 08:57:56
Driessens D,Driessens D,not found in KBO data table,2024-12-17 08:58:11
Safdico Antwerp BVBA,Safdico Antwerp,ENT LP Stopped,2024-12-17 08:58:27
Leijten/Raymundus,Leijten/Raymundus,not found in KBO data table,2024-12-17 08:58:42
Kempeneer/Daniel,Kempeneer/Daniel,not found in KBO data table,2024-12-17 08:58:58
Delzandre-Galand/P.,Delzandre-Galand/P.,No result found for this search term,2024-12-17 08:59:13
Declercq A.C.E.,Declercq A.C.E.,ENT LP Active,2024-12-17 08:59:29
Brasserie de Bruxelles (La),Brasserie de Bruxelles (La),not found in KBO data table,2024-12-17 08:59:44
"Centrale Diensten, Planning & GIS","Centrale Diensten, Planning & GIS",No result found for this search term,2024-12-17 09:00:00
Ferme Des Oliviers (La),Ferme Des Oliviers (La),not found in KBO data table,2024-12-17 09:00:16
Van Hekken Nv,Van Hekken,not found in KBO data table,2024-12-17 09:00:31
Caesens-Devloo/F.,Caesens-Devloo/F.,No result found for this search term,2024-12-17 09:00:47
Winand-Marchal/Jean [GARAGE WINAND],Winand-Marchal/Jean [GARAGE WINAND],No result found for this search term,2024-12-17 09:01:02
Gel-Vec,Gel-Vec,ENT LP Stopped,2024-12-17 09:01:18
De Oude Zwaan (Taverne),De Oude Zwaan (Taverne),not found in KBO data table,2024-12-17 09:01:33
Minderhedenforum,Minderhedenforum,not found in KBO data table,2024-12-17 09:01:49
Leisure Benelux NV,Leisure Benelux,ENT LP Stopped,2024-12-17 09:02:04
Baccaro Parquets,Baccaro Parquets,No result found for this search term,2024-12-17 09:02:20
The Beauty Lounge,The Beauty Lounge,not found in KBO data table,2024-12-17 09:02:35
"Gemeentelijke Diensten, diensthoofd","Gemeentelijke Diensten, diensthoofd",No result found for this search term,2024-12-17 09:02:51
Bouquinophage (Le) [LE BOUQUINOPHAGE],Bouquinophage (Le) [LE BOUQUINOPHAGE],not found in KBO data table,2024-12-17 09:03:07
Van Holsbeke Laetitia,Van Holsbeke Laetitia,not found in KBO data table,2024-12-17 09:03:22
