OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Vermoortele/Et,Vermoortele/Et,not found in KBO data table,2024-12-17 08:24:15
Prognoz Europe SPRL,Prognoz Europe,ENT LP Stopped,2024-12-17 08:24:30
Bonobo Apart hotel BVBA,Bonobo Apart hotel,ENT LP Active,2024-12-17 08:25:02
Langers Kris BVBA,Langers Kris,not found in KBO data table,2024-12-17 08:25:17
Folders Bedeling BVBA,Folders Bedeling,ENT LP Stopped,2024-12-17 08:25:33
Van Gucht/Nicole,Van Gucht/Nicole,not found in KBO data table,2024-12-17 08:25:48
Prestone,Prestone,ENT LP Stopped,2024-12-17 08:27:07
Rotexco NV,Rotexco,ENT LP Stopped,2024-12-17 08:27:22
Van Den Zegel/Roger,Van Den Zegel/Roger,not found in KBO data table,2024-12-17 08:27:38
FLORAIR 3000 SA,FLORAIR 3000 SA,not found in KBO data table,2024-12-17 08:27:53
Gueuffen D,Gueuffen D,not found in KBO data table,2024-12-17 08:28:09
AZ ST LUCAS BRUGGE,AZ ST LUCAS BRUGGE,not found in KBO data table,2024-12-17 08:28:40
Dakrubbercentrale BVBA,Dakrubbercentrale,ENT LP Active,2024-12-17 08:29:11
Eurosol BVBA,Eurosol,ENT LP Stopped,2024-12-17 08:29:27
Noa Productions SPRL,Noa Productions,ENT LP Active,2024-12-17 08:29:58
Cieffe Benelux BVBA,Cieffe Benelux,not found in KBO data table,2024-12-17 08:30:14
Detraux L,Detraux L,not found in KBO data table,2024-12-17 08:30:29
Mertens/Jozef,Mertens/Jozef,not found in KBO data table,2024-12-17 08:30:45
Flahy H,Flahy H,not found in KBO data table,2024-12-17 08:31:16
Gunst/Leocadie,Gunst/Leocadie,not found in KBO data table,2024-12-17 08:31:32
Bloemenrijk BVBA,Bloemenrijk,ENT LP Stopped,2024-12-17 08:31:47
Altemp NV,Altemp,ENT LP Active,2024-12-17 08:32:19
JGI-Computers,JGI-Computers,EU Stopped,2024-12-17 08:32:34
Investigus Agency,Investigus Agency,EU Stopped,2024-12-17 08:32:50
Van De Velde/S.,Van De Velde/S.,not found in KBO data table,2024-12-17 08:33:05
"Kinderwerking ""'t Dokske""","Kinderwerking ""'t Dokske""",not found in KBO data table,2024-12-17 08:33:21
Te Voet,Te Voet,not found in KBO data table,2024-12-17 08:33:37
Simons S.,Simons S.,not found in KBO data table,2024-12-17 08:33:54
Verbiest C,Verbiest C,not found in KBO data table,2024-12-17 08:34:10
Van Damme/Petra,Van Damme/Petra,not found in KBO data table,2024-12-17 08:34:25
Gesves.com,Gesves.com,EU Active,2024-12-17 08:34:41
Rugtier L,Rugtier L,not found in KBO data table,2024-12-17 08:35:59
Sellerie de Waimes,Sellerie de Waimes,EU Active,2024-12-17 08:36:30
Verbist/Paul,Verbist/Paul,not found in KBO data table,2024-12-17 08:36:45
A.F. Security,A.F. Security,EU Stopped,2024-12-17 08:37:16
Bloemenkorf (De),Bloemenkorf (De),not found in KBO data table,2024-12-17 08:37:32
Rolly/Johan,Rolly/Johan,not found in KBO data table,2024-12-17 08:37:48
Interact Consultancy,Interact Consultancy,ENT LP Stopped,2024-12-17 08:38:03
Rob,Rob,not found in KBO data table,2024-12-17 08:38:20
Theunis/D.,Theunis/D.,not found in KBO data table,2024-12-17 08:39:07
Transluben SPRL,Transluben,ENT LP Active,2024-12-17 08:39:23
Herman/Jozef,Herman/Jozef,not found in KBO data table,2024-12-17 08:39:54
La Couronne [AANNEMINGSBEDRIJF LA COURONNE],La Couronne [AANNEMINGSBEDRIJF LA COURONNE],not found in KBO data table,2024-12-17 08:40:25
Lescrauwaet,Lescrauwaet,not found in KBO data table,2024-12-17 08:40:56
Bernister (Le) SA,Bernister (Le) SA,not found in KBO data table,2024-12-17 08:42:15
De Braekeleer Karen,De Braekeleer Karen,not found in KBO data table,2024-12-17 08:42:30
Suetens Filip,Suetens Filip,not found in KBO data table,2024-12-17 08:43:17
Slabbinck S,Slabbinck S,not found in KBO data table,2024-12-17 08:17:57
Benali/Mohammed,Benali/Mohammed,not found in KBO data table,2024-12-17 08:18:13
De Paepe/Liesbeth,De Paepe/Liesbeth,not found in KBO data table,2024-12-17 08:19:00
Cartopack NV,Cartopack,EU Active,2024-12-17 08:19:15
Conceptelec,Conceptelec,EU Stopped,2024-12-17 08:19:31
Hanson Aggregates Belgium nv,Hanson Aggregates Belgium,ENT LP Stopped,2024-12-17 08:19:47
Stickelmann,Stickelmann,not found in KBO data table,2024-12-17 08:20:49
Gouleh,Gouleh,ENT LP Stopped,2024-12-17 08:21:04
Just Communication,Just Communication,ENT LP Active,2024-12-17 08:21:20
Stockel Sports,Stockel Sports,EU Stopped,2024-12-17 08:21:51
Herremans/Daniel,Herremans/Daniel,not found in KBO data table,2024-12-17 08:22:06
Perneel Champignons BVBA,Perneel Champignons,not found in KBO data table,2024-12-17 08:22:37
Art-Toit SA,Art-Toit SA,not found in KBO data table,2024-12-17 08:22:53
Pauwels/Nancy,Pauwels/Nancy,not found in KBO data table,2024-12-17 08:23:09
Bils Exclusive Travel BVBA,Bils Exclusive Travel,ENT LP Stopped,2024-12-17 08:23:25
Van Der Borght,Van Der Borght,not found in KBO data table,2024-12-17 08:23:56
Sacr̩/B.,Sacr̩/B.,not found in KBO data table,2024-12-17 08:24:28
CKC SPRL,CKC,EU Stopped,2024-12-17 08:24:43
SENTOBIN BVBA,SENTOBIN,ENT LP Active,2024-12-17 08:24:59
Hulens Engineering BVBA,Hulens Engineering,ENT LP Stopped,2024-12-17 08:25:31
Lorsom/Marc,Lorsom/Marc,not found in KBO data table,2024-12-17 08:25:46
Subliem BVBA,Subliem,ENT LP Stopped,2024-12-17 08:26:18
Coppac,Coppac,ENT LP Active,2024-12-17 08:26:33
Bogimac Engineering NV,Bogimac Engineering,EU Stopped,2024-12-17 08:26:49
Cartovan BVBA,Cartovan,ENT LP Stopped,2024-12-17 08:27:05
High-Performance,High-Performance,not found in KBO data table,2024-12-17 08:27:51
Search & Selection bvba,Search & Selection,EU Active,2024-12-17 08:28:23
Juvo BVBA,Juvo,ENT LP Active,2024-12-17 08:28:54
Steurs-Dockx,Steurs-Dockx,EU Active,2024-12-17 08:29:09
Van Garsse Interieurs nv,Van Garsse Interieurs,ENT LP Stopped,2024-12-17 08:29:40
Don Bosco,Don Bosco,not found in KBO data table,2024-12-17 08:30:12
Final Touch,Final Touch,ENT LP Stopped,2024-12-17 08:30:43
Coup de Poing,Coup de Poing,ENT LP Active,2024-12-17 08:31:15
Digital Data NV,Digital Data,ENT LP Active,2024-12-17 08:31:31
Orthopedie Van Haesendonck NV,Orthopedie Van Haesendonck,ENT LP Active,2024-12-17 08:32:02
Delacroix/Damien,Delacroix/Damien,not found in KBO data table,2024-12-17 08:32:17
Bourgeois/Jean-Paul,Bourgeois/Jean-Paul,not found in KBO data table,2024-12-17 08:32:33
Wegrio BVBA,Wegrio,ENT LP Stopped,2024-12-17 08:32:48
Mercatorfonds,Mercatorfonds,ENT LP Active,2024-12-17 08:33:19
Deba Nv,Deba,ENT LP Stopped,2024-12-17 08:33:35
Food Tendance BVBA,Food Tendance,EU Stopped,2024-12-17 08:33:51
Rehau Nv,Rehau,ENT LP Active,2024-12-17 08:35:08
Torck Christof,Torck Christof,not found in KBO data table,2024-12-17 08:35:39
Stegmann Belgium,Stegmann Belgium,ENT LP Active,2024-12-17 08:35:55
Bermalux bvba,Bermalux,ENT LP Stopped,2024-12-17 08:36:26
De Ceulaer/Freddy,De Ceulaer/Freddy,not found in KBO data table,2024-12-17 08:36:41
Tanghe Gerdy BVBA,Tanghe Gerdy,EU Stopped,2024-12-17 08:36:57
Verstrynge Chris,Verstrynge Chris,not found in KBO data table,2024-12-17 08:37:28
ABI Place,ABI Place,ENT LP Active,2024-12-17 08:37:43
Club sa,Club sa,not found in KBO data table,2024-12-17 08:38:03
Quartefeuille SPRL,Quartefeuille,ENT LP Stopped,2024-12-17 08:38:50
Similes-Federatie vzw,Similes-Federatie,not found in KBO data table,2024-12-17 08:39:21
Association Belge Des Enseignants & Pratiquants De Yoga (A.B.E.P.Y.),Association Belge Des Enseignants & Pratiquants De Yoga (A.B.E.P.Y.),not found in KBO data table,2024-12-17 08:40:08
R.S.B.,R.S.B.,ENT LP Stopped,2024-12-17 08:40:24
Ceyssens/Jack,Ceyssens/Jack,not found in KBO data table,2024-12-17 08:40:39
Immo Gevan NV,Immo Gevan,ENT LP Active,2024-12-17 08:40:55
Amadeus,Amadeus,ENT LP Stopped,2024-12-17 08:41:11
Peeraer en Co BVBA,Peeraer en Co,not found in KBO data table,2024-12-17 08:41:27
Publimax,Publimax,ENT LP Stopped,2024-12-17 08:41:58
Scholen Sanderus,Scholen Sanderus,not found in KBO data table,2024-12-17 08:42:13
Pano Reizen NV,Pano Reizen,ENT LP Stopped,2024-12-17 08:42:29
Watelet SPRL,Watelet,not found in KBO data table,2024-12-17 08:42:45
Parameditheek Juste Raoul,Parameditheek Juste Raoul,ENT LP Active,2024-12-17 08:43:01
Tonnelier,Tonnelier,not found in KBO data table,2024-12-17 08:43:16
C.M.S. sa [SENEC],C.M.S. sa [SENEC],not found in KBO data table,2024-12-17 08:43:32
Brabo CVBA,Brabo,EU Active,2024-12-17 08:17:42
Tabor,Tabor,not found in KBO data table,2024-12-17 08:20:03
Gembloux Finances SA,Gembloux Finances SA,not found in KBO data table,2024-12-17 08:20:19
Ackerman bvba,Ackerman,ENT LP Active,2024-12-17 08:20:50
The Wine Agency SPRL,The Wine Agency,EU Active,2024-12-17 08:21:06
Vebewar bvba,Vebewar,ENT LP Stopped,2024-12-17 08:21:21
Van Den Berghe/Claude,Van Den Berghe/Claude,not found in KBO data table,2024-12-17 08:21:37
Media 2000,Media 2000,ENT LP Stopped,2024-12-17 08:22:24
European Tech Serv,European Tech Serv,ENT LP Stopped,2024-12-17 08:22:55
Van den Elsen Stefaan,Van den Elsen Stefaan,EU Active,2024-12-17 08:23:11
Bouw Begeleidings Bureau BVBA,Bouw Begeleidings Bureau,ENT LP Active,2024-12-17 08:23:26
Take Off,Take Off,not found in KBO data table,2024-12-17 08:24:13
Deweerdt/Paul,Deweerdt/Paul,not found in KBO data table,2024-12-17 08:24:29
Vanparijs-Deschrijver,Vanparijs-Deschrijver,not found in KBO data table,2024-12-17 08:24:45
Destrooper & Partners bvba,Destrooper & Partners,ENT LP Active,2024-12-17 08:25:32
St-Laureins,St-Laureins,not found in KBO data table,2024-12-17 08:26:19
ARAGONITE BVBA,ARAGONITE,ENT LP Stopped,2024-12-17 08:26:34
MS Racing bvba,MS Racing,ENT LP Active,2024-12-17 08:26:50
Drakobosch,Drakobosch,ENT LP Stopped,2024-12-17 08:27:06
Parelmoer bvba,Parelmoer,ENT LP Active,2024-12-17 08:27:37
Vingt-deux-dix,Vingt-deux-dix,not found in KBO data table,2024-12-17 08:28:39
Qatar Airways,Qatar Airways,EU Active,2024-12-17 08:28:54
IC Distri,IC Distri,not found in KBO data table,2024-12-17 08:29:25
SCHUTTERS KURT,SCHUTTERS KURT,EU Stopped,2024-12-17 08:29:41
Oh ! La ! La ! Boulangerie [OH] LA] LA] BOULANGERIE SPRL],Oh ! La ! La ! Boulangerie [OH] LA] LA] BOULANGERIE ],not found in KBO data table,2024-12-17 08:30:43
L.D. Motors BVBA,L.D. Motors,ENT LP Active,2024-12-17 08:30:59
Meersman/Marc,Meersman/Marc,not found in KBO data table,2024-12-17 08:31:14
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 08:32:17
Gerard Denis,Gerard Denis,not found in KBO data table,2024-12-17 08:32:32
Baes/Pierre,Baes/Pierre,not found in KBO data table,2024-12-17 08:33:03
Alia Consult,Alia Consult,not found in KBO data table,2024-12-17 08:33:19
Opalgo Systems,Opalgo Systems,EU Stopped,2024-12-17 08:33:34
Gobien/Willem,Gobien/Willem,not found in KBO data table,2024-12-17 08:33:50
Anja,Anja,ENT LP Stopped,2024-12-17 08:34:06
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 08:34:22
Dumortier/Marc,Dumortier/Marc,not found in KBO data table,2024-12-17 08:34:37
Carte Blanche SPRL,Carte Blanche,EU Stopped,2024-12-17 08:34:53
Stuur Zelf BVBA,Stuur Zelf,not found in KBO data table,2024-12-17 08:35:09
Henrotte S,Henrotte S,not found in KBO data table,2024-12-17 08:35:24
Inventive Telecom Partners SA,Inventive Telecom Partners SA,EU Active,2024-12-17 08:35:40
Tui TravelCenter [WORLD OF TUI TRAVELCENTER],Tui TravelCenter [WORLD OF TUI TRAVELCENTER],not found in KBO data table,2024-12-17 08:35:55
Bebop bvba,Bebop,ENT LP Stopped,2024-12-17 08:36:27
HDH & Co,HDH & Co,not found in KBO data table,2024-12-17 08:36:42
Delvith [DELVITH AG],Delvith [DELVITH AG],not found in KBO data table,2024-12-17 08:36:58
D'Haene D,D'Haene D,not found in KBO data table,2024-12-17 08:37:29
Teknika,Teknika,not found in KBO data table,2024-12-17 08:37:45
Schollaert/Kristof,Schollaert/Kristof,not found in KBO data table,2024-12-17 08:38:01
Pro Active,Pro Active,EU Stopped,2024-12-17 08:38:16
Deprez D,Deprez D,not found in KBO data table,2024-12-17 08:38:33
Wallabie BVBA,Wallabie,ENT LP Stopped,2024-12-17 08:38:48
BAP-ASMB,BAP-ASMB,ENT LP Stopped,2024-12-17 08:39:35
Optimal Aircraft Design SPRL,Optimal Aircraft Design,ENT LP Active,2024-12-17 08:39:51
Blue Island,Blue Island,ENT LP Active,2024-12-17 08:40:06
Liegeois/Marie-Christine,Liegeois/Marie-Christine,not found in KBO data table,2024-12-17 08:40:22
Bols Paul bvba,Bols Paul,ENT LP Active,2024-12-17 08:40:38
Flanders Catering,Flanders Catering,not found in KBO data table,2024-12-17 08:40:53
Parton/Bert,Parton/Bert,not found in KBO data table,2024-12-17 08:41:09
Vesuvius Group S.A.,Vesuvius Group S.A.,not found in KBO data table,2024-12-17 08:41:40
Entraide & Fraternit̩ Vivre Ensemble,Entraide & Fraternit̩ Vivre Ensemble,not found in KBO data table,2024-12-17 08:45:13
Van Cauwelaert P,Van Cauwelaert P,not found in KBO data table,2024-12-17 08:45:29
NRD Design,NRD Design,EU Active,2024-12-17 08:17:57
Mannabis SPRL,Mannabis,ENT LP Stopped,2024-12-17 08:18:13
Dubbel 8,Dubbel 8,EU Active,2024-12-17 08:19:00
LJB BVBA,LJB,ENT LP Active,2024-12-17 08:19:16
Pc Concept,Pc Concept,EU Stopped,2024-12-17 08:19:47
Conteyor Multibag Systems nv,Conteyor Multibag Systems,ENT LP Stopped,2024-12-17 08:20:03
Eureka Events SPRL,Eureka Events,ENT LP Active,2024-12-17 08:20:19
Gelati Van Houcke BVBA,Gelati Van Houcke,EU Active,2024-12-17 08:20:34
Wysmans,Wysmans,not found in KBO data table,2024-12-17 08:20:50
Couwet L.,Couwet L.,not found in KBO data table,2024-12-17 08:21:06
Dodemont SA,Dodemont SA,not found in KBO data table,2024-12-17 08:21:37
Moerman Marnix,Moerman Marnix,not found in KBO data table,2024-12-17 08:21:54
Claude Michel Promotion SA,Claude Michel Promotion SA,not found in KBO data table,2024-12-17 08:22:25
Lara Trans BVBA,Lara Trans,ENT LP Active,2024-12-17 08:22:40
A.M.D.I.,A.M.D.I.,not found in KBO data table,2024-12-17 08:22:56
Electro Depauw bvba,Electro Depauw,ENT LP Active,2024-12-17 08:23:12
Fievet V,Fievet V,not found in KBO data table,2024-12-17 08:23:58
Verjo Metal BVBA,Verjo Metal,ENT LP Active,2024-12-17 08:24:14
Oikonde Antwerpen VZW,Oikonde Antwerpen,not found in KBO data table,2024-12-17 08:24:29
Heremans/Erwin,Heremans/Erwin,not found in KBO data table,2024-12-17 08:25:01
Azet,Azet,ENT LP Active,2024-12-17 08:25:32
Dayyeh Company BVBA,Dayyeh Company,ENT LP Active,2024-12-17 08:25:48
A.F.M. New SA,A.F.M. New SA,not found in KBO data table,2024-12-17 08:26:03
Kumps Ets SPRL,Kumps Ets,not found in KBO data table,2024-12-17 08:26:50
Horizon l'Immobili?re [HORIZON L'IMMOBILIERE],Horizon l'Immobili?re [HORIZON L'IMMOBILIERE],not found in KBO data table,2024-12-17 08:27:38
E C S BVBA,E C S,EU Stopped,2024-12-17 08:27:53
Lingerie Fashion bvba,Lingerie Fashion,EU Active,2024-12-17 08:28:25
Webkrea,Webkrea,ENT LP Active,2024-12-17 08:28:41
Mega Clean Housing,Mega Clean Housing,ENT LP Stopped,2024-12-17 08:29:12
Akeru,Akeru,ENT LP Stopped,2024-12-17 08:29:27
Somei sa,Somei sa,not found in KBO data table,2024-12-17 08:29:43
Lamine/E.,Lamine/E.,not found in KBO data table,2024-12-17 08:29:59
Beeckmans Traiteur Nv,Beeckmans Traiteur,not found in KBO data table,2024-12-17 08:30:14
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 08:30:30
Sans Doute,Sans Doute,EU Active,2024-12-17 08:30:46
Cinar/Nihat,Cinar/Nihat,not found in KBO data table,2024-12-17 08:31:17
Smismans/Werner,Smismans/Werner,not found in KBO data table,2024-12-17 08:31:32
De Prycker/Maarten,De Prycker/Maarten,not found in KBO data table,2024-12-17 08:31:48
Siemens N.V.,Siemens N.V.,not found in KBO data table,2024-12-17 08:32:35
UNIVERSITE CATHOLIQUE DE LOUVAIN,UNIVERSITE CATHOLIQUE DE LOUVAIN,not found in KBO data table,2024-12-17 08:32:51
Sam Annour,Sam Annour,ENT LP Active,2024-12-17 08:33:07
Bexco Fibres Nv,Bexco Fibres,ENT LP Stopped,2024-12-17 08:33:22
Janssens F,Janssens F,not found in KBO data table,2024-12-17 08:33:38
Axel Troch BVBA,Axel Troch,ENT LP Active,2024-12-17 08:33:54
Zerun/Piotr,Zerun/Piotr,not found in KBO data table,2024-12-17 08:34:09
Change VR Consult,Change VR Consult,ENT LP Stopped,2024-12-17 08:34:25
Aan De Watergang NV,Aan De Watergang,not found in KBO data table,2024-12-17 08:34:40
Rottiers No?lla,Rottiers No?lla,not found in KBO data table,2024-12-17 08:35:12
Delecatessen Nathalie,Delecatessen Nathalie,not found in KBO data table,2024-12-17 08:35:27
de Groeve/Jan,de Groeve/Jan,not found in KBO data table,2024-12-17 08:35:43
Patricia,Patricia,not found in KBO data table,2024-12-17 08:36:00
Alterimmo,Alterimmo,EU Active,2024-12-17 08:36:16
F.R. Socks,F.R. Socks,ENT LP Stopped,2024-12-17 08:36:47
Country Seasons,Country Seasons,EU Stopped,2024-12-17 08:37:03
Sunbeam Belgium,Sunbeam Belgium,ENT LP Stopped,2024-12-17 08:37:18
Agence Locale Emploi,Agence Locale Emploi,not found in KBO data table,2024-12-17 08:37:35
Van Roy/Bruno,Van Roy/Bruno,not found in KBO data table,2024-12-17 08:37:51
Scan,Scan,not found in KBO data table,2024-12-17 08:38:08
Van Cauter J,Van Cauter J,not found in KBO data table,2024-12-17 08:38:24
Lamchassis SPRL,Lamchassis,ENT LP Active,2024-12-17 08:38:39
Emmaco,Emmaco,ENT LP Active,2024-12-17 08:39:26
PMP Am̩nagement SPRL,PMP Am̩nagement,not found in KBO data table,2024-12-17 08:39:42
Eprivate SPRL,Eprivate,ENT LP Stopped,2024-12-17 08:39:57
Microman Roeselare,Microman Roeselare,ENT LP Stopped,2024-12-17 08:40:13
Pep'S Sanit,Pep'S Sanit,ENT LP Stopped,2024-12-17 08:40:44
Outfort CVBA,Outfort,ENT LP Active,2024-12-17 08:40:59
Thales Information Systems,Thales Information Systems,ENT LP Stopped,2024-12-17 08:41:15
A.B.C. Kickers BVBA,A.B.C. Kickers,ENT LP Stopped,2024-12-17 08:41:46
Chi-Chi dog [CHI-CHI-DOG],Chi-Chi dog [CHI-CHI-DOG],not found in KBO data table,2024-12-17 08:42:02
Algemene Aannemingen Merckx,Algemene Aannemingen Merckx,ENT LP Stopped,2024-12-17 08:42:33
Elizabal/Lydie,Elizabal/Lydie,not found in KBO data table,2024-12-17 08:43:04
Blond S.,Blond S.,not found in KBO data table,2024-12-17 08:43:19
Adeac SA,Adeac SA,not found in KBO data table,2024-12-17 08:57:24
De Passage,De Passage,not found in KBO data table,2024-12-17 08:57:56
Dalemans SA,Dalemans SA,not found in KBO data table,2024-12-17 08:58:12
Orient International,Orient International,not found in KBO data table,2024-12-17 08:58:28
Vekemans Tim,Vekemans Tim,not found in KBO data table,2024-12-17 08:58:59
Pleintje ('t),Pleintje ('t),not found in KBO data table,2024-12-17 08:59:15
Behague F,Behague F,not found in KBO data table,2024-12-17 08:59:31
Saba Jaouad,Saba Jaouad,not found in KBO data table,2024-12-17 08:59:46
B Next Management SPRL,B Next Management,ENT LP Active,2024-12-17 09:00:02
Heirman/Roger,Heirman/Roger,not found in KBO data table,2024-12-17 09:00:18
