OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Zisla BVBA,Zisla,ENT LP Active,2024-11-26 10:54:22
Zircor Electrofusion,Zircor Electrofusion,ENT LP Stopped,2024-11-26 10:54:32
Zircon Minerals Chemicals SA,Zircon Minerals Chemicals SA,No result found for this search term,2024-11-26 10:54:43
Ferla Franky,Ferla Franky,not found in KBO data table,2024-11-26 10:54:53
Zionmedia BVBA,Zionmedia,ENT LP Active,2024-11-26 10:55:04
Zintronix,Zintronix,ENT LP Stopped,2024-11-26 10:55:14
A+ Zinobis Consultancy BVBA,A+ Zinobis Consultancy,No result found for this search term,2024-11-26 10:55:25
Zima Fotografie,Zima Fotografie,EU Stopped,2024-11-26 10:55:35
Zilvermeerhaven Port Aventura BVBA,Zilvermeerhaven Port Aventura,ENT LP Active,2024-11-26 10:55:46
Zilverlinde (De),Zilverlinde (De),not found in KBO data table,2024-11-26 10:55:57
Appels Gabrielle,Appels Gabrielle,EU Stopped,2024-11-26 10:56:08
Zilveren Spoor Hippisch Centrum,Zilveren Spoor Hippisch Centrum,No result found for this search term,2024-11-26 10:56:19
Gemeenschapsonderwijs Zilverberk,Gemeenschapsonderwijs Zilverberk,No result found for this search term,2024-11-26 10:56:29
Beeckmans Traiteur NV,Beeckmans Traiteur,not found in KBO data table,2024-11-26 10:56:40
Zie-Zo,Zie-Zo,not found in KBO data table,2024-11-26 10:56:50
Clowns voor Kankerpatientjes,Clowns voor Kankerpatientjes,No result found for this search term,2024-11-26 10:57:01
Ziegler Nv,Ziegler,not found in KBO data table,2024-11-26 10:57:12
Ziegler Nv,Ziegler,not found in KBO data table,2024-11-26 10:57:23
PVG Belgium [ZIBRO KAMIN],PVG Belgium [ZIBRO KAMIN],No result found for this search term,2024-11-26 10:57:34
Zhao Shi,Zhao Shi,EU Stopped,2024-11-26 10:57:44
ZGC,ZGC,not found in KBO data table,2024-11-26 10:57:55
Zero Gravity Aerial SPRL,Zero Gravity Aerial,ENT LP Stopped,2024-11-26 10:58:06
Zeydon,Zeydon,ENT LP Stopped,2024-11-26 10:58:17
Wensink Ester,Wensink Ester,not found in KBO data table,2024-11-26 10:58:27
Zevensterre (De),Zevensterre (De),not found in KBO data table,2024-11-26 10:58:38
Zeus Software Engineering Nv,Zeus Software Engineering,No result found for this search term,2024-11-26 10:58:49
Zettu BVBA,Zettu,ENT LP Active,2024-11-26 10:59:00
Eblo Seating,Eblo Seating,No result found for this search term,2024-11-26 10:37:14
F And F NV,F And F,not found in KBO data table,2024-11-26 10:37:29
Bielen Christophe,Bielen Christophe,not found in KBO data table,2024-11-26 10:37:42
Komingsoen BVBA,Komingsoen,ENT LP Stopped,2024-11-26 10:37:53
Zeron BVBA,Zeron,not found in KBO data table,2024-11-26 10:38:04
Zeppo,Zeppo,ENT LP Active,2024-11-26 10:38:15
Zeppelin,Zeppelin,not found in KBO data table,2024-11-26 10:38:25
Zephyrus VZW,Zephyrus,ENT LP Active,2024-11-26 10:38:37
Zephir Artiste,Zephir Artiste,ENT LP Stopped,2024-11-26 10:38:47
ZEP,ZEP,not found in KBO data table,2024-11-26 10:39:03
ZenTech SA,ZenTech SA,not found in KBO data table,2024-11-26 10:39:16
Zen Soft Belgium NV,Zen Soft Belgium,ENT LP Stopped,2024-11-26 10:39:27
Zenses,Zenses,not found in KBO data table,2024-11-26 10:39:38
Zenon Productions BVBA,Zenon Productions,ENT LP Active,2024-11-26 10:39:48
Zeno Signs BVBA,Zeno Signs,ENT LP Active,2024-11-26 10:39:59
H.D.O. Communication sprl,H.D.O. Communication,not found in KBO data table,2024-11-26 10:40:09
Zenner/Erwin [ZENNER AUTOMOTIVE],Zenner/Erwin [ZENNER AUTOMOTIVE],No result found for this search term,2024-11-26 10:40:20
Zennelink-Starcentrum Sociale Economie CVBA,Zennelink-Starcentrum Sociale Economie,No result found for this search term,2024-11-26 10:40:31
M.G. Distribution,M.G. Distribution,not found in KBO data table,2024-11-26 10:40:41
Zenith Optimedia NV,Zenith Optimedia,not found in KBO data table,2024-11-26 10:40:52
Zenith Media Nv,Zenith Media,No result found for this search term,2024-11-26 10:41:03
"ZENITEL NV-SA, Maatschappelijke Zetel - Si?ge Social [SAIT-STENTO]","ZENITEL -SA, Maatschappelijke Zetel - Si?ge Social [SAIT-STENTO]",No result found for this search term,2024-11-26 10:41:14
"Zenit. Training, Consultancy &amp Coaching NV","Zenit. Training, Consultancy &amp Coaching",No result found for this search term,2024-11-26 10:41:24
Gilles Frederika,Gilles Frederika,not found in KBO data table,2024-11-26 10:41:35
Dal Sasso-Binard/A. [ZENECO],Dal Sasso-Binard/A. [ZENECO],No result found for this search term,2024-11-26 10:41:46
Zen Coiffure,Zen Coiffure,EU Active,2024-11-26 10:41:56
Zen Chi Bar,Zen Chi Bar,No result found for this search term,2024-11-26 10:42:07
Zellien-Fabri NV,Zellien-Fabri,not found in KBO data table,2024-11-26 10:42:17
Zelia NV-SA,Zelia -SA,not found in KBO data table,2024-11-26 10:42:28
Carl Zeiss NV,Carl Zeiss,ENT LP Active,2024-11-26 10:42:39
Zeimers A.G. SA,Zeimers A.G. SA,not found in KBO data table,2024-11-26 10:42:49
Zegel Impex BV,Zegel Impex,No result found for this search term,2024-11-26 10:43:00
Zeewind,Zeewind,ENT LP Active,2024-11-26 10:43:10
Andr?© Zeevisgroothandel Nv,Andr?© Zeevisgroothandel,No result found for this search term,2024-11-26 10:43:21
Zeeuws Nv,Zeeuws,error,N/A
Vanhooren E &amp G,Vanhooren E &amp G,No result found for this search term,2024-11-26 10:44:03
Zee.Producties,Zee.Producties,not found in KBO data table,2024-11-26 10:44:14
Zeepreventorium,Zeepreventorium,not found in KBO data table,2024-11-26 10:44:25
Zeepaardje ('t),Zeepaardje ('t),not found in KBO data table,2024-11-26 10:44:35
Zeelandia NV,Zeelandia,ENT LP Active,2024-11-26 10:44:47
Zeehuis ('t),Zeehuis ('t),not found in KBO data table,2024-11-26 10:44:57
HSB NV,HSB,error,N/A
Stevens L &amp B BVBA,Stevens L &amp B,No result found for this search term,2024-11-26 10:45:39
Bossier E,Bossier E,not found in KBO data table,2024-11-26 10:45:50
Heboss International,Heboss International,ENT LP Active,2024-11-26 10:46:01
Zeberg J NV,Zeberg J,not found in KBO data table,2024-11-26 10:46:11
ZEB Computers NV,ZEB Computers,error,N/A
De Man Zetels BVBA,De Man Zetels,No result found for this search term,2024-11-26 10:46:54
St. Vincentius,St. Vincentius,not found in KBO data table,2024-11-26 10:47:06
ZB Centrale Brugge NV,ZB Centrale Brugge,not found in KBO data table,2024-11-26 10:47:17
Zazine,Zazine,EU Stopped,2024-11-26 10:47:28
DOJO ZEN BRUXELLES ASBL,DOJO ZEN BRUXELLES,error,N/A
Zaudig,Zaudig,error,N/A
Zasco CV,Zasco,error,N/A
Zarza BVBA,Zarza,error,N/A
Zappware NV,Zappware,error,N/A
Zap+ SPRL,Zap+,error,N/A
Club Zanzibar,Club Zanzibar,error,N/A
Zanzibar,Zanzibar,error,N/A
Zanzib BVBA,Zanzib,error,N/A
Garage Pironnet,Garage Pironnet,No result found for this search term,2024-11-26 10:52:18
Zandwegemolen BVBA,Zandwegemolen,ENT LP Stopped,2024-11-26 10:52:28
Zandpolder,Zandpolder,ENT LP Active,2024-11-26 10:52:39
R.S.B. BVBA,R.S.B.,ENT LP Stopped,2024-11-26 10:52:50
Zandecki Accountants BVBA,Zandecki Accountants,not found in KBO data table,2024-11-26 10:53:00
Zandberghoeve BVBA,Zandberghoeve,ENT LP Active,2024-11-26 10:53:11
De Zandbank,De Zandbank,ENT LP Active,2024-11-26 10:53:22
Z.A.M. Logistics BVBA,Z.A.M. Logistics,ENT LP Stopped,2024-11-26 10:53:32
Zamina,Zamina,ENT LP Active,2024-11-26 10:53:43
Zaman Nv,Zaman,not found in KBO data table,2024-11-26 10:53:54
Zaluco SA,Zaluco SA,not found in KBO data table,2024-11-26 10:54:05
United Packaging Industries bvba,United Packaging Industries,ENT LP Stopped,2024-11-26 10:54:16
Zakenkantoor Van Reeth,Zakenkantoor Van Reeth,ENT LP Active,2024-11-26 10:54:27
Van Reeth Zakenkantoor,Van Reeth Zakenkantoor,not found in KBO data table,2024-11-26 10:54:37
Van Haecke Zakenkantoor BVBA,Van Haecke Zakenkantoor,not found in KBO data table,2024-11-26 10:54:48
Vangenechten Zakenkantoor BVBA,Vangenechten Zakenkantoor,not found in KBO data table,2024-11-26 10:54:58
Vandille Verzekeringen,Vandille Verzekeringen,not found in KBO data table,2024-11-26 10:55:09
Van Cauwenberghe/Philippe,Van Cauwenberghe/Philippe,not found in KBO data table,2024-11-26 10:55:20
Citibank [ZAKENKANTOOR LUC SMET],Citibank [ZAKENKANTOOR LUC SMET],No result found for this search term,2024-11-26 10:55:30
Louwet &amp Partners Zakenkantoor BVBA,Louwet &amp Partners Zakenkantoor,No result found for this search term,2024-11-26 10:55:41
Geers Zakenkantoor,Geers Zakenkantoor,not found in KBO data table,2024-11-26 10:55:51
Dierckx Zakenkantoor NV,Dierckx Zakenkantoor,not found in KBO data table,2024-11-26 10:56:02
Coenen Zakenkantoor BVBA,Coenen Zakenkantoor,ENT LP Stopped,2024-11-26 10:56:13
Immo Claes BVBA,Immo Claes,ENT LP Active,2024-11-26 10:56:23
Z.A. Verzekeringen,Z.A. Verzekeringen,not found in KBO data table,2024-11-26 10:56:34
Zagavini,Zagavini,ENT LP Stopped,2024-11-26 10:56:44
Knaepen M &amp I,Knaepen M &amp I,No result found for this search term,2024-11-26 10:56:55
Jaak's Saddlery,Jaak's Saddlery,No result found for this search term,2024-11-26 10:57:05
Ach?te Anciens Tapis,Ach?te Anciens Tapis,No result found for this search term,2024-11-26 10:57:16
Zeebrugge A.C.S. NV,Zeebrugge A.C.S.,ENT LP Active,2024-11-26 10:57:26
RD Waterbehandelingen,RD Waterbehandelingen,No result found for this search term,2024-11-26 10:57:37
AANNEMINGEN BETONBORINGEN ZABO NV,AANNEMINGEN BETONBORINGEN ZABO,ENT LP Active,2024-11-26 10:57:48
Zaba Musique,Zaba Musique,EU Stopped,2024-11-26 10:57:58
Yzerbyt,Yzerbyt,not found in KBO data table,2024-11-26 10:58:09
Verbesselt Y,Verbesselt Y,error,N/A
Van Gorp &amp Zn NV,Van Gorp &amp Zn,No result found for this search term,2024-11-26 10:58:51
Paul Yves,Paul Yves,not found in KBO data table,2024-11-26 10:59:02
Bex Y,Bex Y,error,N/A
Yvelinck NV,Yvelinck,ENT LP Stopped,2024-11-26 10:59:43
Yuniit Solutions,Yuniit Solutions,No result found for this search term,2024-11-26 10:59:54
Yumigo Designers,Yumigo Designers,No result found for this search term,2024-11-26 11:00:04
Paramed 2000,Paramed 2000,ENT LP Active,2024-11-26 10:37:15
Yuca Sound and Light BVBA,Yuca Sound and Light,No result found for this search term,2024-11-26 10:37:29
Y T S,Y T S,not found in KBO data table,2024-11-26 10:37:40
Ytor bvba,Ytor,ENT LP Stopped,2024-11-26 10:37:51
Ytong Nv,Ytong,not found in KBO data table,2024-11-26 10:38:01
Y.S.R.,Y.S.R.,not found in KBO data table,2024-11-26 10:38:12
YSR SPRL,YSR,ENT LP Stopped,2024-11-26 10:38:23
Y services SPRL,Y services,EU Stopped,2024-11-26 10:38:34
Y S Accounting & Computing nv [Y.S. CONSULTING & COMPUTING],Y S Accounting & Computing  [Y.S. CONSULTING & COMPUTING],No result found for this search term,2024-11-26 10:38:45
Aqua Ypsoroof SA,Aqua Ypsoroof SA,No result found for this search term,2024-11-26 10:38:56
Ypsilon-Fashion,Ypsilon-Fashion,ENT LP Stopped,2024-11-26 10:39:07
YP-Service,YP-Service,not found in KBO data table,2024-11-26 10:39:18
AC Targa Florio VZW,AC Targa Florio,No result found for this search term,2024-11-26 10:39:29
Flanders Battlefield Tours,Flanders Battlefield Tours,ENT LP Stopped,2024-11-26 10:39:39
Ypes NV,Ypes,ENT LP Active,2024-11-26 10:39:50
Ypaq System SPRL,Ypaq System,ENT LP Active,2024-11-26 10:40:01
Youston BVBA,Youston,ENT LP Active,2024-11-26 10:40:11
YouShop BVBA,YouShop,ENT LP Stopped,2024-11-26 10:40:22
Yoursafety BVBA,Yoursafety,ENT LP Active,2024-11-26 10:40:32
Vandergoten J-Ph sa-nv,Vandergoten J-Ph sa-,No result found for this search term,2024-11-26 10:40:43
Your Freetime,Your Freetime,ENT LP Stopped,2024-11-26 10:40:54
Eden Consult SPRL,Eden Consult,ENT LP Active,2024-11-26 10:41:05
Your Adgency,Your Adgency,EU Active,2024-11-26 10:41:15
Youniware,Youniware,No result found for this search term,2024-11-26 10:41:26
YoungWatch,YoungWatch,EU Active,2024-11-26 10:41:37
Young Plants International BVBA,Young Plants International,ENT LP Stopped,2024-11-26 10:41:48
Yottaxpert BVBA,Yottaxpert,error,N/A
Jaspers bvba,Jaspers,not found in KBO data table,2024-11-26 10:42:30
Yokogawa Belgium sa-nv,Yokogawa Belgium sa-,not found in KBO data table,2024-11-26 10:42:42
Soma VZW,Soma,error,N/A
Gits P,Gits P,No result found for this search term,2024-11-26 10:43:23
Ligue Francophone da Hatha Yoga,Ligue Francophone da Hatha Yoga,No result found for this search term,2024-11-26 10:43:35
Blue,Blue,not found in KBO data table,2024-11-26 10:43:47
Ymro Design,Ymro Design,not found in KBO data table,2024-11-26 10:43:58
Vabo,Vabo,ENT LP Stopped,2024-11-26 10:44:09
Vabo-Yma NV,Vabo-Yma,No result found for this search term,2024-11-26 10:44:21
YK Concept,YK Concept,not found in KBO data table,2024-11-26 10:44:32
YS Belgie,YS Belgie,error,N/A
Yeti Sportjoy,Yeti Sportjoy,EU Stopped,2024-11-26 10:45:13
Yeti Ski &amp Snowboard,Yeti Ski &amp Snowboard,error,N/A
Yestore Waterloo,Yestore Waterloo,error,N/A
Yes Sir ! SPRL,Yes Sir !,error,N/A
Yess Experts Conseils Immobiliers,Yess Experts Conseils Immobiliers,No result found for this search term,2024-11-26 10:46:58
Yess BVBA,Yess,ENT LP Active,2024-11-26 10:47:09
Adelfi Consulting,Adelfi Consulting,ENT LP Active,2024-11-26 10:47:20
Yes I Do,Yes I Do,EU Stopped,2024-11-26 10:47:31
Young Executive Recruitment,Young Executive Recruitment,EU Stopped,2024-11-26 10:47:43
Y? print,Y? print,not found in KBO data table,2024-11-26 10:47:53
YEO Management BVBA,YEO Management,ENT LP Stopped,2024-11-26 10:48:04
YDS Chemicals NV,YDS Chemicals,ENT LP Stopped,2024-11-26 10:48:15
Ydroteq NV,Ydroteq,ENT LP Active,2024-11-26 10:48:25
Yol?ne+,Yol?ne+,No result found for this search term,2024-11-26 10:48:36
Y.D. Décorateurs de L'éphémere SPRL,Y.D. Décorateurs de L'éphémere,No result found for this search term,2024-11-26 10:48:46
Yccon,Yccon,ENT LP Active,2024-11-26 10:48:57
Yccom PC,Yccom PC,No result found for this search term,2024-11-26 10:49:07
YB Development SPRL,YB Development,ENT LP Active,2024-11-26 10:49:18
Yaxo SPRL,Yaxo,ENT LP Stopped,2024-11-26 10:49:29
Yapado BVBA,Yapado,ENT LP Active,2024-11-26 10:49:40
Yann,Yann,not found in KBO data table,2024-11-26 10:49:50
Yamagata Europe,Yamagata Europe,ENT LP Active,2024-11-26 10:50:01
Féderation Bruxelloise des Arts Martiaux,Féderation Bruxelloise des Arts Martiaux,not found in KBO data table,2024-11-26 10:50:12
Yakult Belgium SA,Yakult Belgium SA,not found in KBO data table,2024-11-26 10:50:23
Yakimmo,Yakimmo,ENT LP Active,2024-11-26 10:50:34
Yaka Faire SPRL,Yaka Faire,ENT LP Stopped,2024-11-26 10:50:44
Dogami,Dogami,No result found for this search term,2024-11-26 10:50:55
MT PROD,MT PROD,No result found for this search term,2024-11-26 10:51:06
Auto Export Business Mubarak BVBA,Auto Export Business Mubarak,No result found for this search term,2024-11-26 10:51:17
Gerhar BVBA,Gerhar,ENT LP Stopped,2024-11-26 10:51:27
Pilates &amp Studios SPRL,Pilates &amp Studios,No result found for this search term,2024-11-26 10:51:38
Yellow Pi Productions,Yellow Pi Productions,ENT LP Stopped,2024-11-26 10:51:49
Xyrinx BVBA,Xyrinx,ENT LP Stopped,2024-11-26 10:51:59
Xylonis,Xylonis,error,N/A
Xtremessentials,Xtremessentials,EU Stopped,2024-11-26 10:52:41
XRP BVBA,XRP,ENT LP Active,2024-11-26 10:52:51
X-treme NV,X-treme,ENT LP Active,2024-11-26 10:53:02
Kesteloot/Timme [XTRA!VERT TUINARCHITECTUUR],Kesteloot/Timme [XTRA!VERT TUINARCHITECTUUR],No result found for this search term,2024-11-26 10:53:13
X-Trade Business Software,X-Trade Business Software,error,N/A
X-Tra BVBA,X-Tra,EU Stopped,2024-11-26 10:53:54
Xtenso NV,Xtenso,No result found for this search term,2024-11-26 10:54:05
Xtension BVBA,Xtension,ENT LP Active,2024-11-26 10:54:16
Xtec,Xtec,ENT LP Active,2024-11-26 10:54:27
X-Sys,X-Sys,error,N/A
Absolut Graphic,Absolut Graphic,error,N/A
X-Stra BVBA,X-Stra,error,N/A
X-Sanatec,X-Sanatec,error,N/A
Evonet Belgium NV,Evonet Belgium,error,N/A
X-Ray Equipment Verachtert BVBA,X-Ray Equipment Verachtert,error,N/A
Vandenheede/Ann [X-PROJECTS],Vandenheede/Ann [X-PROJECTS],error,N/A
Xposant N SPRL,Xposant N,error,N/A
Xpo NV,Xpo,error,N/A
Xplore Diving BVBA,Xplore Diving,error,N/A
Coudenys Fred [XPLORE360°],Coudenys Fred [XPLORE360°],error,N/A
Xplicit,Xplicit,error,N/A
Pierson/Xavier [XPIERSON],Pierson/Xavier [XPIERSON],error,N/A
Xpertnet BVBA,Xpertnet,error,N/A
Xperienz,Xperienz,error,N/A
XPepharma SA,XPepharma SA,error,N/A
XPEDITE SYSTEMS [PREMIERE GLOBAL SERVICES],XPEDITE SYSTEMS [PREMIERE GLOBAL SERVICES],error,N/A
Xpect BVBA,Xpect,error,N/A
X-Pack SA,X-Pack SA,error,N/A
X O Plus,X O Plus,ENT LP Active,2024-11-26 10:37:15
Xomox International Gmbh,Xomox International Gmbh,not found in KBO data table,2024-11-26 10:37:29
Xodiac,Xodiac,ENT LP Stopped,2024-11-26 10:37:40
Digital Music Distribution BVBA,Digital Music Distribution,ENT LP Stopped,2024-11-26 10:37:51
XL-Solar BVBA,XL-Solar,No result found for this search term,2024-11-26 10:38:02
XL Reklame BVBA,XL Reklame,ENT LP Active,2024-11-26 10:38:13
Frederickx/Katti,Frederickx/Katti,not found in KBO data table,2024-11-26 10:38:24
Xlmedia,Xlmedia,No result found for this search term,2024-11-26 10:38:34
Tans/Patricia [XL LIMOUSINE],Tans/Patricia [XL LIMOUSINE],No result found for this search term,2024-11-26 10:38:45
Expercom Nv,Expercom,ENT LP Stopped,2024-11-26 10:38:55
XL Air VZW,XL Air,ENT LP Stopped,2024-11-26 10:39:06
Satelliet Service Brugge,Satelliet Service Brugge,No result found for this search term,2024-11-26 10:39:17
XITECHNIX,XITECHNIX,ENT LP Stopped,2024-11-26 10:39:28
Xistenz BVBA,Xistenz,ENT LP Active,2024-11-26 10:39:38
Xirion NV,Xirion,not found in KBO data table,2024-11-26 10:39:49
Xinsheng BVBA,Xinsheng,ENT LP Stopped,2024-11-26 10:39:59
Ximmo.be SA,Ximmo.be SA,not found in KBO data table,2024-11-26 10:40:10
Xima,Xima,ENT LP Active,2024-11-26 10:40:21
Xiirr NV,Xiirr,No result found for this search term,2024-11-26 10:40:31
Xida,Xida,ENT LP Active,2024-11-26 10:40:42
Xiang Gang BVBA,Xiang Gang,ENT LP Stopped,2024-11-26 10:40:53
Xian BVBA,Xian,ENT LP Active,2024-11-26 10:41:04
Xhonneux Fr?res SPRL,Xhonneux Fr?res,No result found for this search term,2024-11-26 10:41:15
Xeven,Xeven,not found in KBO data table,2024-11-26 10:41:26
Xerus Management SPRL,Xerus Management,ENT LP Active,2024-11-26 10:41:36
De Haen Tom,De Haen Tom,not found in KBO data table,2024-11-26 10:41:47
Winters/Andy [XEQO],Winters/Andy [XEQO],No result found for this search term,2024-11-26 10:41:58
Xeos United BVBA,Xeos United,ENT LP Active,2024-11-26 10:42:09
SWF NV,SWF,ENT LP Active,2024-11-26 10:42:19
Xentronics,Xentronics,ENT LP Stopped,2024-11-26 10:42:30
Gisco bvba,Gisco,ENT LP Stopped,2024-11-26 10:42:41
Koolbrandt/Lieve,Koolbrandt/Lieve,No result found for this search term,2024-11-26 10:42:52
Xenopz,Xenopz,ENT LP Active,2024-11-26 10:43:02
Xenia,Xenia,ENT LP Stopped,2024-11-26 10:43:13
Xenia BVBA,Xenia,ENT LP Stopped,2024-11-26 10:43:24
De Klerck Jürgen [DE KLERCK JURGEN],De Klerck Jürgen [DE KLERCK JURGEN],not found in KBO data table,2024-11-26 10:43:35
XenAdvies,XenAdvies,ENT LP Active,2024-11-26 10:43:46
Xemtexmedia,Xemtexmedia,EU Stopped,2024-11-26 10:43:56
De Backer/Steve [ALFAP],De Backer/Steve [ALFAP],No result found for this search term,2024-11-26 10:44:07
Xelaconcept,Xelaconcept,EU Stopped,2024-11-26 10:44:18
Punch Graphix International NV,Punch Graphix International,No result found for this search term,2024-11-26 10:44:29
PrintConcept.be BVBA,PrintConcept.be,ENT LP Active,2024-11-26 10:44:39
Xedis BVBA,Xedis,ENT LP Active,2024-11-26 10:44:50
X-Design,X-Design,EU Stopped,2024-11-26 10:45:01
XdboX BVBA,XdboX,No result found for this search term,2024-11-26 10:45:12
Xclusive Bike,Xclusive Bike,EU Active,2024-11-26 10:45:23
