Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
KQ92G9G7,journalArticle,2024,"Alwyn, A.M.; Lakshminarayanan, A.K.; Rao, S.R.K.","Decisive Effect of Gas Metal Arc Welding-Based Additive Manufacturing on the Bead Profile, Microstructure and Tensile Properties of Ni-Cr-Mo Components †",Engineering Proceedings,,26734591 (ISSN),10.3390/engproc2024061010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196499514&doi=10.3390%2fengproc2024061010&partnerID=40&md5=22d708d1b1bbc2a8540ff1ee56e24dff,"This study focuses on metal inert gas welding for nickel alloy additive manufacturing using both cold metal transfer (CMT) and pulse multi control (PMT). For both single- and dual-bead deposition, the key parameters (current, travel speed, feed, weave, and height offset) were tuned. A hollow square component of 20 mm in height, 60 mm side length, and 16 mm width was created using these measurements. A macrostructural study demonstrated that flawless accuracy in geometry was attained by both PMT and CMT. In comparison to PMT, CMT specimens showed increased interlayer hardness but decreased hardness in the deposited layers. These changes were explained by modifications in eutectic phase size, distribution, and partial dissolution at the contact. For the wire arc additive manufacturing of nickel alloy components, pulse multi control is preferred over cold metal transfer. © 2024 by the authors.",2024,2024-12-14 21:21:26,2024-12-14 21:21:26,,,,1,61,,Eng. Proc.,,,,,,,,English,,,Scopus,,,,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),"<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: A.K. Lakshminarayanan; Department of Mechanical Engineering, Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam, Tamil Nadu, 603110, India; email: lakshminarayananak@ssn.edu.in</p>",,,wire arc additive manufacturing; cold metal transfer; microstructure; hardness; nickel alloy; pulse multi control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIUHPWIG,journalArticle,2024,"Singhal, T.S.; Jain, J.K.; Kumar, M.",Experimental Investigation and Optimization of Process Parameters of Self-Shielded Wire Powder Arc Additive Manufacturing on Low-Carbon Steel Through RSM,Arabian Journal for Science and Engineering,,2193567X (ISSN),10.1007/s13369-024-09332-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199756176&doi=10.1007%2fs13369-024-09332-8&partnerID=40&md5=0a2c04a7bcae18434aa01305ef8a30da,"The choice of parameters is crucial in achieving the desired shape of the bead and reducing flaws in wire arc additive manufacturing. This study seeks to examine the influence of five input process parameters, specifically voltage, current, welding speed, nozzle-to-plate distance, and powder feed rate, at five different levels on the appearance of the bead in samples created using the self-shielded wire powder arc additive manufacturing process with low-carbon steel. Response surface methodology is used to analyze bead geometry, and a comparison analysis is performed to compare the effects of process parameters in conventional and advanced approaches. The appropriateness of the experimental design is evaluated by conducting an analysis of variance on a central composite design matrix that includes five process parameters. The observations indicate that the maximum width of the weld bead is 7.10 mm and the highest height is 4.49 mm. On the other hand, the minimum penetration depth is 1.09 mm, and the minimum dilution is 21%. The ideal input parameters are anticipated to be 21V voltage, 160A current, 5.5 mm/s welding speed, 15mm nozzle-to-plate distance, and 56 gms/min powder feed rate. The most influential component in determining various responses is current, followed by powder feed rate and welding speed. Scanning electron microscopy reveals that the weld bead region consists of both pearlite and Widmanstätten ferrite. Furthermore, the ultimate tensile strength and microhardness of samples produced utilizing self-shielding wire powder arc additive manufacturing are also assessed. © King Fahd University of Petroleum & Minerals 2024.",2024,2024-12-14 21:21:29,2024-12-14 21:21:29,,,,,,,Arab. J. Sci. Eng.,,,,,,,,English,,,Scopus,,,,Publisher: Springer Nature,"<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: T.S. Singhal; Department of Mechanical Engineering, Malaviya National Institute of Technology Jaipur, Jaipur, India; email: 2019rme9043@mnit.ac.in</p>",,,Wire arc additive manufacturing; ANOVA; Response surface methodology; Low-carbon steel; Self-shielded wire powder arc additive manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I996PTHB,bookSection,2024,"Viola, R.; Correia, M.S.; Alves, L.; Michaud, P.; Domergue, A.",Stainless-Steel Wire-Arc Additive Manufacturing Characterization of Single Weld Bead Deposition,Springer Tracts Addit. Manuf.,27309576 (ISSN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201262904&doi=10.1007%2f978-3-031-33890-8_38&partnerID=40&md5=33d1a66eaf65c7dda937adc9de6520d6,"The study presented here is focused on the correlation between process inputs and weld bead (WB) geometry, using duplex Stainless-steel ER 2209 wire as feedstock for wire arc additive manufacturing (WAAM) technology. Three sets of experiments were performed with different synergy laws, travel speed (TS) and wire feed speed (WFS) and then the shape of the resulting WB analyzed. In the analysis of the WB cuts, it was possible to observe the influence of these parameters, the decreasing size of the WB when the TS value increased, and the correlation with the quantity of material deposited according to the WFS. Two types of dilution ratios were considered and analysed: between areas (DrA) and between heights (DrH) of the WB. The conclusion reveals that there is a range of ratio values where it is possible to observe the correct proportions of dilution.  © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023.",2024,2024-12-14 21:21:30,2024-12-14 21:21:30,,406-418,,,Part F3254,,,,,,,,Springer Nature,,English,,,Scopus,,,,Journal Abbreviation: Springer Tracts Addit. Manuf. DOI: 10.1007/978-3-031-33890-8_38,"<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: M.S. Correia; School of Technology and Management of Polytechnic of Leiria, Leiria, Portugal; email: mario.correia@ipleiria.pt</p>",,,additive manufacturing; WAAM; CMT; duplex stainless steels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFUGZXLU,journalArticle,2024,"Ling, Z.; Wang, L.; Zhang, Z.; Zhao, Z.; Bai, P.",A Review on the Basic Process and the Influences of Process Parameters on Wire-Arc Additive Manufacturing Technology of Magnesium Alloys,Cailiao Daobao/Materials Reports,,1005023X (ISSN),10.11896/cldb.22090013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190323618&doi=10.11896%2fcldb.22090013&partnerID=40&md5=775dd3eb76a44193205550c0622a3e05,"Lightweight structural components are the eternal pursuit in the field of public aerospace and transportation. The lightweight of structural components is mainly realized by structural design and material selection. Therefore,the WAAM (wire-arc additive manufacturing)technology with the characteristics of free forming large scale and complex shape components has received continuous attention. The density of magnesium alloy is about 1. 8 g / cm3,which is one of the lightest metal structural materials in practical engineering applications. These two points have led to a focus on the production research of arc additive magnesium alloy large complex components. However,WAAM involves complex physical changes such as electromagnetic,heat transfer and fluid. Meanwhile,magnesium alloys are prone to oxidation and volatilization,which poses a severe test for the process control of WAAM. Herein,this paper summarizes the basic process categories of the WAAM technology for magnesium alloys,analyzes the influence law and deep mechanism of main process parameters on the forming quality,microstructure and mechanical properties of magnesium alloy manufactured by WAAM,points out the existing problems of the WAAM technology for magnesium alloys,and finally puts forward some suggestions and prospects for the future research direction of the WAAM technology for magnesium alloys. © 2024 Cailiao Daobaoshe/ Materials Review. All rights reserved.",2024,2024-12-14 21:21:30,2024-12-14 21:21:30,,,,7,38,,Cailiao Daobao/Mater. Rep.,镁合金电弧增材技术基本工艺及工艺因素影响综述,,,,,,,Chinese,,,Scopus,,,,Publisher: Cailiao Daobaoshe/ Materials Review,"<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: L. Wang; School of Materials Science and Engineering, North University of China, Taiyuan, 030051, China; email: wlq881120@163.com</p>",,,Additive manufacturing technology; Wire arc; Additives; WAAM; Wire-arc additive manufacturing; Large-scales; microstructure; Process parameters; magnesium alloy; Magnesium alloys; process parameters; Microstructure; Structural component; Heat transfer; Forming quality; mechanical property; forming quality; Structural design; Magnesium compounds; Design selections; Influence of process parameters; Materials selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HY9AT73C,bookSection,2024,"Omiyale, B.O.",Influence of Post-Processing Manufacturing Techniques on Wire Arc Additive Manufacturing of Ti-6Al-4V Components: A Brief Critical Assessment,Wire Arc Additive Manufacturing: Fundamental Sciences and Advances,978-100382994-2 (ISBN); 978-103241914-5 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191890886&doi=10.1201%2f9781003363415-10&partnerID=40&md5=9d927d2f610b9b2a998ac907b033010c,"Wire arc additively manufactured components fabricated with the use of titanium and its alloys have extensively gained awareness in biomedical, marine, and aerospace industries owing to their mechanical properties, biocompatibility, and excellent corrosion resistance properties. Post-processing is an essential technique used for fine-tuning microstructure and material properties, correcting incurred errors, and improving surface properties of wire arc additive manufacturing (WAAM)-processed Ti-6Al-4V alloy to enhance the quality of metallic parts. In recent times, several post-processing manufacturing techniques have been fully developed to mitigate the effect of internal flaws formed during the printing of additive manufacturing parts. In this chapter, the significant influence of hot isostatic pressing, heat treatment techniques, machining process, and surface modification techniques as they enhance the structural integrity performance of WAAM-processed Ti-6Al-4V components are fully documented. This chapter systematically reviews the recent progress in post-processing techniques as they improve the material properties of Ti-6Al-4V components produced by the WAAM process. © 2024 selection and editorial matter, Sandeep Rathee, Manu Srivastava, individual chapters.",2024,2024-12-14 21:21:34,2024-12-14 21:21:34,,194-212,,,,,,,,,,,CRC Press,,English,,,Scopus,,,,Journal Abbreviation: Wire Arc Additive Manufacturing: Fundamental Sciences and Advances DOI: 10.1201/9781003363415-10,<p>Export Date: 14 December 2024; Cited By: 0</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJJQEH8N,journalArticle,2024,"Mao, Z.; Feng, W.; Han, X.; Ma, H.; Hao, C.; Liu, C.; Liu, Z.",Development of a melt pool characteristics detection platform based on multi-information fusion of temperature fields and photodiode signals in plasma arc welding,Journal of Intelligent Manufacturing,,09565515 (ISSN),10.1007/s10845-024-02342-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188448126&doi=10.1007%2fs10845-024-02342-1&partnerID=40&md5=5f7b6746dd720ce5e0109c841e092750,"Melt pool characteristics reflect the formation mechanisms and potential issues of flaws. Long-term, high-precision, and real-time detection of melt pool characteristics is one of the major challenges in the industrial application of additive manufacturing technology. This work proposes, for the first time, the melt pool characteristics detection platform based on multi-information fusion in the plasma arc welding (PAW) process, which fully utilizes real-time photodiode signals and high-precision, information-rich melt pool temperature fields. By optimizing the detection area and wavelength selection of the platform, particularly through the unique photodiode signal acquisition system capable of detecting the high-sensitivity area of the melt pool, we effectively mitigate the influences of intense arc light and welding wire obstruction on the temperature signals and photodiode signals. Through applying machine learning, the trained model integrates photodiode signals with temperature signals from the high-sensitivity area, thereby achieving real-time acquisition of high-precision average temperature. By combining the fused signals collected from the platform and the scanning results from micro-computed tomography (CT), we evaluate and verify the influence of flaws and droplets on the melt pool characteristics, realizing the determination of flaw occurrence based on the abnormal variations of average temperature. The experimental results demonstrated that the platform fully utilized the advantages of long-term and real-time acquisition of the photodiode signal and the high-precision and information-rich of the melt pool temperature field, achieving long-term, high-precision, and real-time detection of melt pool characteristics. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",2024,2024-12-14 21:21:35,2024-12-14 21:21:35,,,,,,,J Intell Manuf,,,,,,,,English,,,Scopus,,,,Publisher: Springer,"<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: Z. Liu; School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100081, China; email: liuzw@bit.edu.cn; C. Liu; School of Mechanical Engineering, Beijing Institute of Technology, Beijing, 100081, China; email: liuchangmeng@bit.edu.cn; CODEN: JIMNE</p>",,,High-precision; Signal detection; Melt pool; Multi-information fusion; Plasma arc welding; Computerized tomography; High sensitivity; Information fusion; Melt pool temperature; Melt pool temperature field; Oscillation frequency; Photodiode signal; Photodiode signals; Real-time detection; Temperature signal; Underwater acoustics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92VKGIYD,conferencePaper,2024,"Lettori, J.; Raffaeli, R.; Bilancia, P.; Borsato, M.; Peruzzini, M.; Pellicciari, M.",Empirical Characterization of Track Dimensions for CMT-Based WAAM Processes,Lect. Notes Mech. Eng.,21954356 (ISSN); 978-303138240-6 (ISBN),,10.1007/978-3-031-38241-3_47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171560309&doi=10.1007%2f978-3-031-38241-3_47&partnerID=40&md5=6d6dbcf0e672fe8d870332ee0dd85ee1,"Wire Arc Additive Manufacturing is based on a welding torch usually attached to a robotic arm with multiple degrees of freedom. Robot-based additive manufacturing allows non-planar and non-uniform thickness layers to be deposited where the slices have non-constant thickness. Thus, in addition to the motion settings, fine regulations of the welding parameters become necessary to obtain variable bead heights in the same slice. This paper aims to evaluate the user-accessible welding parameters’ influence on the deposited material’s dimensions during continuous Cold Metal Transfer (CMT) and its variant named CMT Cycle Step. In particular, the height and width of beads are investigated by varying the travel speed and the wire-feed rate (continuous CMT), as well as the size of the droplets by varying the number of CMT cycles and the wire-feed rate (CMT Cycle Step). In particular, the characterization of the material deposited during the CMT Cycle Step is not deeply studied in the literature. The experimental specimens are measured and the obtained values are numerically processed to yield empirical formulas that link the dimensions of the deposited material with the selected process parameters. The results show that CMT Cycle Step is more stable than continuous CMT, which confirms its higher suitability for accurate manufacturing. © 2024, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2024,2024-12-14 21:21:39,2024-12-14 21:21:39,,415-424,,,,,,,,,,,Springer Science and Business Media Deutschland GmbH,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Mech. Eng.,"<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: J. Lettori; Department of Engineering “Enzo Ferrari”, University of Modena and Reggio Emilia, Modena, Italy; email: jacopo.lettori@unimore.it; Conference name: 32nd International Conference on Flexible Automation and Intelligent Manufacturing, FAIM 2023; Conference date: 18 June 2023 through 22 June 2023; Conference code: 299789</p>",,,Wire arc; 3D printing; Additives; Wire; Manufacturing IS; Wire and arc additive manufacturing; Welding; Cold metal transfers; Bead models; Deposited materials; Welding parameters; Wire feed rate; Degrees of freedom (mechanics); Wire and Arc Additive Manufacturing; Bead Modeling; Cold Metal Transfer; Empirical characterisation; Experimental characterization,,Silva F.J.G.; Campilho R.D.S.G.; Pereira A.B.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Mechanical Engineering,,,,,,,,,,,,,,,
EDHUDHLH,journalArticle,2023,"Li, K.; Yang, T.; Gong, N.; Wu, J.; Wu, X.; Zhang, D.Z.; Murr, L.E.",Additive manufacturing of ultra-high strength steels: A review,Journal of Alloys and Compounds,,09258388 (ISSN),10.1016/j.jallcom.2023.171390,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165164500&doi=10.1016%2fj.jallcom.2023.171390&partnerID=40&md5=ca3b7e9cfd22795befc64eecb8480a6f,"Ultra-high strength steels (UHSSs) have excellently comprehensive mechanical properties, which has attracted significant interest in their advanced manufacturing. Additively manufactured UHSSs have a unique microstructure that provides significant potential to achieve good mechanical properties. This paper reviews the latest research progress in the additive manufacturing (AM) of UHSSs with a special focus on defect optimization, microstructure-property regulation and the application of advanced assisted techniques for additively manufactured UHSSs. The property origin of UHSSs is firstly summarized in detail, including the influence of different alloying elements and phase composition in the microstructure on the mechanical properties of UHSSs. The AM techniques used to fabricate UHSSs and the characteristics of their forming microstructure are further illustrated, which involve laser powder bed fusion (L-PBF), laser direct energy deposition (L-DED), and wire arc additive manufacturing (WAAM). The research progress on the three typical techniques for UHSSs is also reviewed. Moreover, the property regulation methodology of UHSSs is reviewed, mainly in the optimization of defects and the adjustment of the whole forming process. Significantly, the shortcomings of the present researches on AMed UHSSs and future challenges for development are discussed. This work is important for a better scientific understanding of AMed UHSSs and provides vital meaningful guidelines for the future work in UHSSs manufacturing. © 2023 Elsevier B.V.",2023,2024-12-14 21:21:44,2024-12-14 21:21:44,,,,,965,,J Alloys Compd,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,"<p>Export Date: 14 December 2024; Cited By: 58; Correspondence Address: K. Li; College of Mechanical and Vehicle Engineering, Chongqing University, Chongqing, 400044, China; email: kun.li@cqu.edu.cn; X. Wu; School of Chemical Engineering and Technology, Sun Yat-sen University, Zhuhai, Guangdong, 519082, China; email: wuxin28@mail.sysu.edu.cn; CODEN: JALCE</p>",,,3D printing; Additives; Defects; Optimisations; Additive manufacturing; Industrial research; Manufacturing techniques; Microstructure; High strength steel; Alloying elements; Laser powders; Microstructures properties; Ultra-high-strength steels; Advanced manufacturing; Advanced high strength Steel; Defect optimization; Forming microstructure; Process-microstructure-property regulation; Ultra-high strength steels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSSBENQP,journalArticle,2023,"Tian, W.P.; Jin, Z.Q.; Wang, X.R.; Xie, G.M.",Wire-arc directed energy deposition super martensitic stainless steel with excellent strength and plasticity,Journal of Manufacturing Processes,,15266125 (ISSN),10.1016/j.jmapro.2023.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169846171&doi=10.1016%2fj.jmapro.2023.08.006&partnerID=40&md5=8fc1294368f4d6fe49b9148fef558793,"Super martensitic stainless steel (SMSS) is wildly used in hydroelectric, petrochemical, and nuclear power industries relying on high strength and sound weldability. While the low ductility and high strength make it difficult to be deformed and machined. The wire-arc directed energy deposition (DED) process allows a high deposition rate and can produce high-quality parts. In this study, the SMSS thin-wall parts were fabricated through wire-arc DED with the cold metal transfer technique. This research aims to investigate the microstructural evolution regulation and mechanical performance improvement mechanism of the additive manufacturing SMSS parts and achieve good comprehensive performance. The microstructure of the as-deposited wall consists of full lath martensite with columnar and fine equiaxed grains in periodic alternation layer by layer. By regulating the temperature between each layer, the overall wall's microstructure is kept consistent. The yield strength and ultimate tensile strength of the as-deposited wall are 1046 and 903 MPa with total elongation of 9 % and impact energy of 16 J. Thus, the toughness and plasticity needed to be improved by heat treatment. Based on the energy dispersive spectroscopy (EDS) technique and diffraction pattern analysis using transmission electron microscopy (TEM), the phases formed during the intercritical tempering process were identified as tempered martensite and reversed austenite. The enhancement of toughness is associated with austenitic transformation-induced plasticity. The amount of reversed austenite is 29.5 % at 600 °C and then disappeared at 700 °C. The best comprehensive mechanical properties were obtained at a temperature of 550 °C with an ultimate tensile stress of 927 MPa, yield stress of 850 MPa, impact energy of 33 J, and elongation of 18 %, comparable to the rolled parts. © 2023 The Society of Manufacturing Engineers",2023,2024-12-14 21:21:44,2024-12-14 21:21:44,,11-22,,,103,,J. Manuf. Processes,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier Ltd,"<p>Export Date: 14 December 2024; Cited By: 4; Correspondence Address: G.M. Xie; State Key Laboratory of Rolling and Automation, Northeastern University, Shenyang, No. 3 Wenhua Road, 110819, China; email: xiegm@ral.neu.edu.cn</p>",,,Wire arc; Wire; Tensile strength; Directed energy; Energy depositions; Industrial research; Textures; Strength and plasticities; Strength and plasticity; High strength steel; Martensite; Martensitic stainless steel; Wire-arc directed energy deposition; High-strength; Yield stress; High resolution transmission electron microscopy; Energy dispersive spectroscopy; Tempering; Reversed austenites; Impact energy; Nuclear fuels; Intercritical tempering; Nuclear industry; Reversed austenite; Super martensitic stainless steel; Super martensitic stainless steels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9S6T6GE7,journalArticle,2023,"Li, X.; Fang, X.; Fang, D.; Fu, W.; Zhang, X.; Huang, K.",On the excellent strength-ductility synergy of wire-arc directed energy deposited Mg-Gd-Y-Zn-Zr alloy via manipulating precipitates,Additive Manufacturing,,22148604 (ISSN),10.1016/j.addma.2023.103794,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172205701&doi=10.1016%2fj.addma.2023.103794&partnerID=40&md5=b339f70eca30d57b9493adc6bd40410b,"As a high-efficiency and low-cost additive manufacturing technology, wire-arc directed energy deposition (DED) has been progressively used to fabricate large components of AZ-series and magnesium rare-earth (Mg-RE) alloys. However, it is generally known that AZ-series Mg-alloys exhibit inferior strength and Mg-RE alloys suffer from poor ductility. Herein, we describe a novel Mg-4.4Gd-2.2Y-1.0Zn-0.5Zr (wt%) alloy possessing excellent strength-ductility synergy (yield strength of 157 ± 1.15 MPa, ultimate tensile strength of 288 ± 2.52 MPa and elongation of 17.1 ± 0.32%), achieved through manipulating precipitates enabled by heat treatment. Besides, the mechanisms of gradient microstructure caused by the unique thermal history of wire-arc DED and precipitates evolution induced by heat treatment are systematically revealed. The enhanced strength can be attributed to the dense lamellar long period stacking ordered (LPSO) structures developed by the solution treatment and the abundant nano-β′ precipitates formed by the aging treatment. Increased strain hardening rate and the fracture suppression impact of LPSO-structures worked together to provide the noticeable ductility. The combined impacts of both the kinking deformable LPSO-structures and special nanoscale closed volume configuration, which effectively relieve stress concentration and suppress crack propagation, are the major mechanisms of such an excellent strength-ductility synergy. This study thus sheds new light on the alloy design and precipitates regulation of large-sized Mg-alloy components with high-performance fabricated by wire-arc DED. © 2023 Elsevier B.V.",2023,2024-12-14 21:21:51,2024-12-14 21:21:51,,,,,77,,Addit. Manuf.,,,,,,,,English,,,Scopus,,,,Publisher: Elsevier B.V.,"<p>Export Date: 14 December 2024; Cited By: 26; Correspondence Address: K. Huang; State Key Laboratory for Manufacturing Systems Engineering, School of Mechanical Engineering, Xi'an Jiaotong University, Xi'an, Shaanxi, 710049, China; email: ke.huang@xjtu.edu.cn</p>",,,Wire arc; Wire; Deposition; Tensile strength; Directed energy; Energy depositions; Strain rate; Magnesium alloys; Microstructure; Ductility; Strain hardening; Heat treatment; Strength-ductility synergies; Zinc alloys; Wire-arc directed energy deposition; Gadolinium alloys; Microstructure evolution; Microstructure evolutions; Yttrium alloys; Zircaloy; Rare earths; Long-period stacking ordered structure; Magnesium rare-earth alloy; Magnesium rare-earth alloys; Magnesium-rare earth alloys; Strength-ductility synergy mechanism; Strength-ductility synergy mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGEF4UUY,journalArticle,2023,"Jia, Y.; Huang, N.; Zhang, J.; Xiao, J.; Chen, S.; Huang, W.",Current research status and prospect of metal transfer process control methods in gas metal arc welding,International Journal of Advanced Manufacturing Technology,,02683768 (ISSN),10.1007/s00170-023-12028-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167521574&doi=10.1007%2fs00170-023-12028-2&partnerID=40&md5=ee0bfc3f3ccdaa2654355acb75ae6bde,"Gas metal arc welding (GMAW) is widely used in the fields of precision, high-efficiency welding, and wire arc additive manufacturing. The significance of the research on metal transfer is to fundamentally improve the stability and welding quality of the GMAW process so that the process has high-quality and high-efficiency properties at the same time, which is suitable for modern precision welding and rapid additive manufacturing. To achieve precise control of heat transfer, mass transfer, and force transfer in the welding process, it is necessary to optimize and control the metal transfer process. This paper briefly introduces the basic principles and process characteristics of several current advanced metal transfer control processes. Based on the difference in metal transfer control method or welding process, it is divided into three categories: additional external force–driven metal transfer, precision regulation based on the current waveform, hybrid welding, and multi-electrode arc welding control. Based on the development of current welding processes, the future trends of droplet transfer control and welding systems are prospected. © 2023, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",2023,2024-12-14 21:21:52,2024-12-14 21:21:52,,2797-2811,,7-8,128,,Int J Adv Manuf Technol,,,,,,,,English,,,Scopus,,,,Publisher: Springer Science and Business Media Deutschland GmbH,"<p>Export Date: 14 December 2024; Cited By: 6; Correspondence Address: W. Huang; College of Mechanical and Electrical Engineering, Wenzhou University, Wenzhou, Zhejiang Province, 325035, China; email: huangwenhaojay@163.com; CODEN: IJATE</p>",,,3D printing; Additives; Process control; Gas metal arc welding; Gas welding; Metal transfers; Gas metal-arc welding; Industrial research; 'current; Waveforms; Metal transfer; Heat transfer; Welding process; Efficiency; Current waveform; Mass transfer; Transfer process; Research status; Additional external force; External force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2DI62BW,journalArticle,2023,"Springer, S.; Leitner, M.; Gruber, T.; Oberwinkler, B.; Lasnik, M.; Grün, F.",Low-Cycle Fatigue Behavior of Wire and Arc Additively Manufactured Ti-6Al-4V Material,Materials,,19961944 (ISSN),10.3390/ma16186083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173047942&doi=10.3390%2fma16186083&partnerID=40&md5=c13d5b41bf88502029dd6507a2f38199,"Additive manufacturing (AM) techniques, such as wire arc additive manufacturing (WAAM), offer unique advantages in producing large, complex structures with reduced lead time and material waste. However, their application in fatigue-critical applications requires a thorough understanding of the material properties and behavior. Due to the layered nature of the manufacturing process, WAAM structures have different microstructures and mechanical properties compared to their substrate counterparts. This study investigated the mechanical behavior and fatigue performance of Ti-6Al-4V fabricated using WAAM compared to the substrate material. Tensile and low-cycle fatigue (LCF) tests were conducted on both materials, and the microstructure was analyzed using optical microscopy and scanning electron microscopy (SEM). The results showed that the WAAM material has a coarser and more heterogeneous grain structure, an increased amount of defects, and lower ultimate tensile strength and smaller elongation at fracture. Furthermore, strain-controlled LCF tests revealed a lower fatigue strength of the WAAM material compared to the substrate, with crack initiation occurring at pores in the specimen rather than microstructural features. Experimental data were used to fit the Ramberg–Osgood model for cyclic deformation behavior and the Manson–Coffin–Basquin model for strain-life curves. The fitted models were subsequently used to compare the two material conditions with other AM processes. In general, the quasi-static properties of WAAM material were found to be lower than those of powder-based processes like selective laser melting or electron beam melting due to smaller cooling rates within the WAAM process. Finally, two simplified estimation models for the strain-life relationship were compared to the experimentally fitted Manson–Coffin–Basquin parameters. The results showed that the simple “universal material law” is applicable and can be used for a quick and simple estimation of the material behavior in cyclic loading conditions. Overall, this study highlights the importance of understanding the mechanical behavior and fatigue performance of WAAM structures compared to their substrate counterparts, as well as the need for further research to improve the understanding of the effects of WAAM process parameters on the mechanical properties and fatigue performance of the fabricated structures. © 2023 by the authors.",2023,2024-12-14 21:21:55,2024-12-14 21:21:55,,,,18,16,,Mater.,,,,,,,,English,,,Scopus,,,,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),"<p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: S. Springer; Chair of Mechanical Engineering, Montanuniversität Leoben, Leoben, 8700, Austria; email: sebastian.springer@stud.unileoben.ac.at</p>",,,Wire arc; Wire arc additive manufacturing; Additives; Wire; wire arc additive manufacturing; Tensile strength; Titanium alloys; Aluminum alloys; Substrates; Melting; Selective laser melting; Fatigue performance; Ternary alloys; Low cycle fatigues; Low-cycle fatigue; Scanning electron microscopy; Ti-6al-4v; Ti-6Al-4V; Structural properties; low-cycle fatigue; cyclic deformation; Cyclic deformations; Manson coffins; Manson–coffin–basquin; Manson–Coffin–Basquin; Mechanical fatigue; Ramberg-Osgood models; Ramberg–Osgood model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
