"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XQX2VHPG","journalArticle","2024","So, M.S.; Mahdi, M.M.; Kim, D.B.; Shin, J.-H.","Prediction of Metal Additively Manufactured Bead Geometry Using Deep Neural Network","Sensors","","14248220 (ISSN)","10.3390/s24196250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206451626&doi=10.3390%2fs24196250&partnerID=40&md5=ae384c14d227314115a1909ee113555f","Additive Manufacturing (AM) is a pivotal technology for transforming complex geometries with minimal tooling requirements. Among the several AM techniques, Wire Arc Additive Manufacturing (WAAM) is notable for its ability to produce large metal components, which makes it particularly appealing in the aerospace sector. However, precise control of the bead geometry, specifically bead width and height, is essential for maintaining the structural integrity of WAAM-manufactured parts. This paper introduces a methodology using a Deep Neural Network (DNN) model for forecasting the bead geometry in the WAAM process, focusing on gas metal arc welding cold metal transfer (GMAW-CMT) WAAM. This study addresses the challenges of bead geometry prediction by developing a robust predictive framework. Key process parameters, such as the wire travel speed, wire feed rate, and bead dimensions of the previous layer, were monitored using a Coordinate Measuring Machine (CMM) to ensure precision. The collected data were used to train and validate various regression models, including linear regression, ridge regression, regression, polynomial regression (Quadratic and Cubic), Random Forest, and a custom-designed DNN. Among these, the Random Forest and DNN models were particularly effective, with the DNN showing significant accuracy owing to its ability to learn complex nonlinear relationships inherent in the WAAM process. The DNN model architecture consists of multiple hidden layers with varying neuron counts, trained using backpropagation, and optimized using the Adam optimizer. The model achieved mean absolute percentage error (MAPE) values of 0.014% for the width and 0.012% for the height, and root mean squared error (RMSE) values of 0.122 for the width and 0.153 for the height. These results highlight the superior capability of the DNN model in predicting bead geometry compared to other regression models, including the Random Forest and traditional regression techniques. These findings emphasize the potential of deep learning techniques to enhance the accuracy and efficiency of WAAM processes. © 2024 by the authors.","2024","2024-12-14 21:09:51","2024-12-14 21:49:21","","","","19","24","","Sensors","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: J.-H. Shin; Department of Industrial Engineering, Chosun University, Gwangju, 61452, South Korea; email: jhshin@chosun.ac.kr</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: J.-H. Shin; Department of Industrial Engineering, Chosun University, Gwangju, 61452, South Korea; email: jhshin@chosun.ac.kr</p>","","","Linear regression; Random forests; Wire arc; Wire arc additive manufacturing; Neural-networks; Gas metal arc welding; Bead geometry; Additive manufacturing process; article; back propagation; bead geometry; Carbon dioxide arc welding; cold; Decision trees; deep learning; deep neural network; Deep neural network; deep neural network (DNN); Deep neural networks; electric potential; forecasting; Forward error correction; gas; gas metal arc welding (GMAW); Gas metal-arc welding; geometry; linear regression analysis; metal; Multilayer neural networks; nerve cell; Neural network model; nonhuman; Polynomial regression; polynomial regression analysis; prediction; random forest; regression model; ridge regression; root mean squared error; Tantalum compounds; three dimensional printing; velocity; welding; wire arc additive manufacturing (WAAM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDM8VCTR","journalArticle","2024","Shaik, A.; Kenchugonde, S.K.; Kuruva, S.; Sabbu, D.; Y, A.K.R.; CH R, V.K.","Prediction of weld bead cross-sectional area in wire arc additive manufacturing using vision system integrated with machine learning approach","International Journal on Interactive Design and Manufacturing","","19552513 (ISSN)","10.1007/s12008-024-01952-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197510120&doi=10.1007%2fs12008-024-01952-6&partnerID=40&md5=6d01fffa5f422a221f5b4eaa2a51f071","Wire and Arc Additive Manufacturing (WAAM) has gained as an efficient technology for the rapid manufacturing of several applications. The cross-sectional area of weld bead geometry is the most influencing parameter that determines the quality of the component produced and its production time. The weld bead cross-sectional area depends on various WAAM operating parameters. In this work, the weld bead cross-sectional area is predicted by integrating a vision system with a machine learning approach. The experiments were conducted using full factorial experiments by varying specific energy, welding travel speed, and arc length at three different levels. The cross-sectional area of the weld bead is determined using the K-means clustering segmentation technique and the process is modelled using Levenberg-Marquardt back propagation algorithm to predict the cross sectional area of the weld bead. The modelling results indicated that the 5-10-1 network precisely predicted the cross-sectional area of the weld bead. © The Author(s), under exclusive licence to Springer-Verlag France SAS, part of Springer Nature 2024.","2024","2024-12-14 21:09:51","2024-12-14 21:49:27","","","","","","","Int. J. Interact. Des. Manuf.","","","","","","","","English","","","Scopus","","","","Publisher: Springer-Verlag Italia s.r.l.","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: V.K. CH R; Department of Mechanical Engineering, N B K R Institute of Science & Technology, Vidyanagar,&nbsp;&nbsp;Tirupati Dist, Andhra Pradesh, 524 413, India; email: cvikramkumar@gmail.com</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: V.K. CH R; Department of Mechanical Engineering, N B K R Institute of Science & Technology, Vidyanagar,&nbsp;&nbsp;Tirupati Dist, Andhra Pradesh, 524 413, India; email: cvikramkumar@gmail.com</p>","","","Machine learning; Weld bead; Weld bead geometry; Wire arc; Wire arc additive manufacturing; 3D printing; Additives; Wire; Neural-networks; Welds; Cross sectional area; Efficient technology; K-means clustering; K-means++ clustering; Machine learning approaches; Neural network; Vision systems; Welding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYFDH3HH","bookSection","2023","Li, Y.; Mu, H.; Yu, Z.; Xia, C.; Pan, Z.; Li, H.","Machine Learning in Process Monitoring and Control for Wire-Arc Additive Manufacturing","Trans. Intell. Weld. Manuf.","25208519 (ISSN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144073697&doi=10.1007%2f978-981-19-6149-6_2&partnerID=40&md5=99e493de393c5364dee2cddf80bff725","Wire-arc additive manufacturing (WAAM) is an arc-based directed energy deposition approach that uses an electrical arc as a source of fusion to melt the wire feedstock and deposit layer by layer. It’s applicable in fabricating large-scale components. At this stage, there are still some issues that need to be researched deeply, such as manufacturing accuracy control, process parameters optimization, path planning, and online monitoring. Machine learning is a new emerging artificial intelligence technology, which is more and more applied in modern industry. In this study, a machine learning based control algorithm was applied in melt pool width control. To monitor the WAAM process, deep learning algorithms were applied in anomalies recognition. At the same time, machine learning methods were employed to predict the deposited surface roughness during the WAAM process. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","2023","2024-12-14 21:09:51","2024-12-14 21:49:38","","33-43","","","","","","","","","","","Springer Verlag","","English","","","Scopus","","","","Journal Abbreviation: Trans. Intell. Weld. Manuf. DOI: 10.1007/978-981-19-6149-6_2","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: C. Xia; School of Mechanical, Materials, Mechatronic and Biomedical Engineering, University of Wollongong, Wollongong, Northfields Ave Wollongong, 2522, Australia; email: cx772@uowmail.edu.au</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: C. Xia; School of Mechanical, Materials, Mechatronic and Biomedical Engineering, University of Wollongong, Wollongong, Northfields Ave Wollongong, 2522, Australia; email: cx772@uowmail.edu.au</p>","","","Machine learning; WAAM; Additive manufacturing; Anomaly monitoring; Control; Deep learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8HEYZZ4","conferencePaper","2024","Mattera, G.; Polden, J.; Caggiano, A.; Commins, P.; Nele, L.; Pan, Z.","Anomaly Detection of Wire Arc Additively Manufactured Parts via Surface Tension Transfer through Unsupervised Machine Learning Techniques","Procedia CIRP","22128271 (ISSN)","","10.1016/j.procir.2024.08.288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204626442&doi=10.1016%2fj.procir.2024.08.288&partnerID=40&md5=8e7c93fba48977d764d1402a7be904e5","Wire Arc Additive Manufacturing (WAAM) has recently gained significant attention from the research community as it offers potential for notable time and cost reduction compared to other technologies. To enhance the overall quality of products, the ability to detect defects in real-time is a subject of great interest. Accordingly, this work investigates the effectiveness of diverse semi-supervised anomaly detection algorithms based on machine learning for online defect detection in WAAM. Deposition data in terms of welding voltage and current during a Surface Tension Transfer welding process on mild steel samples are used. Twelve statistical features are extracted in the time and frequency domains to identify defects as anomalies with a sample rate of 1 s with a maximum achieved accuracy of 91.9%. The obtained results provide valuable insights into the efficacy of machine learning for online defect detection in WAAM, which can be leveraged to enhance product quality and reduce costs. © 2024 Elsevier B.V.. All rights reserved.","2024","2024-12-14 21:09:51","2024-12-14 21:49:36","","686-691","","","126","","","","","","","","Elsevier B.V.","","English","","","Scopus","","","","Journal Abbreviation: Procedia CIRP","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Manufacturing Engineering, University of Naples Federico II, Naples, 80125, Italy; email: giulio.mattera@unina.it; Conference name: 17th CIRP Conference on Intelligent Computation in Manufacturing Engineering, CIRP ICME 2023; Conference date: 12 July 2023 through 14 July 2023; Conference code: 203377</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Manufacturing Engineering, University of Naples Federico II, Naples, 80125, Italy; email: giulio.mattera@unina.it; Conference name: 17th CIRP Conference on Intelligent Computation in Manufacturing Engineering, CIRP ICME 2023; Conference date: 12 July 2023 through 14 July 2023; Conference code: 203377</p>","","","machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; Smart manufacturing; Anomaly detection; anomaly detection; wire arc additive manufacturing; Costs reduction; defect detection; Defect detection; Machine learning techniques; Research communities; Time reduction; Unsupervised learning; Unsupervised machine learning","","Teti R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Procedia CIRP","","","","","","","","","","","","","","",""
"AAT5XW8F","journalArticle","2024","Shen, Q.; Xue, J.; Zheng, Z.; Yu, X.; Ou, N.","Machine learning-based prediction of CoCrFeNiMo0.2 high-entropy alloy weld bead dimensions in wire arc additive manufacturing","Materials Today Communications","","23524928 (ISSN)","10.1016/j.mtcomm.2024.110359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203246419&doi=10.1016%2fj.mtcomm.2024.110359&partnerID=40&md5=9938539d2251a7159e1eea85b04bfc2b","Wire arc additive manufacturing (WAAM) is a promising method to fabricate large-sized components. By adjusting WAAM process parameters, dimensions of WAAM-produced weld beads can be optimized. To this end, the current study adopted the cold metal transfer (CMT) process to produce different-sized beads of CoCrFeNiMo0.2 high-entropy alloy (HEA), varying WAAM parameters and linking them with the formed bead dimensions and bead-substrate contact angles. Three machine learning algorithms, namely back propagation neural network (BPNN), support vector regression (SVR), and random forest regression (RFR), were used to predict bead dimensions and contact angles under various WAAM parameters. The BPNN model has great prediction performance in the height of beads. The SVR model has the highest accuracy in predicting the width and cross-sectional area of beads. The RFR model outperforms the other two models in contact angles prediction. This work not only provides a reference for the WAAM of HEAs, but also provides new ideas for predicting bead size in WAAM. © 2024 Elsevier Ltd","2024","2024-12-14 21:09:51","2024-12-14 21:49:25","","","","","41","","Mater. Today Commun.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: J. Xue; School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, 510640, China; email: mejiaxue@scut.edu.cn</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: J. Xue; School of Mechanical and Automotive Engineering, South China University of Technology, Guangzhou, 510640, China; email: mejiaxue@scut.edu.cn</p>","","","Machine learning; Machine-learning; Random forests; Weld bead; Wire arc; Wire arc additive manufacturing; Back-propagation neural networks; Bead dimension; Bead dimensions; Chromium alloys; Cobalt alloys; Cold metal transfer; Cold metal transfers; High entropy alloys; High-entropy alloy; High-entropy alloys; Manufacturing parameters; Support vector regression; Titanium alloys","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYL7FPKZ","journalArticle","2024","Gihr, M.; Rashid, A.; Melkote, S.N.","Bead geometry prediction and optimization for corner structures in directed energy deposition using machine learning","Additive Manufacturing","","22148604 (ISSN)","10.1016/j.addma.2024.104080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188181095&doi=10.1016%2fj.addma.2024.104080&partnerID=40&md5=fcfe362471010244cc790a7c95290367","Wire Arc Additive Manufacturing as a Directed Energy Deposition technology has disruptive potential for modern manufacturing. The technology comes with the flexibility and material efficiency of additive manufacturing processes while mitigating the disadvantages through high material deposition rates and high energy efficiency. However, the prevalence of the technology is inhibited by its geometrical inaccuracy and the large induced residual stresses. This work tackles the former problem by capturing the process parameter-geometry relationship using Machine Learning. To do so, multiple mild steel welding beads with varying shape features like corner angles are printed using a Metal Inert Gas welding machine attached to an industrial robot. The cross-sectional profile of the printed beads is measured using a point laser sensor and correlated through a Multilayer Perceptron to input features such as travel speed, wire feed speed, and shape features. By incorporating varying corner angles, a holistic model, not limited to geometry prediction of straight beads only, is trained. Using the model, excess material at the inner angle of corners determined by the overlapping regions of the two adjacent beads can be predicted. By generating a database of possible bead shapes an inverse algorithm that suggests welding parameter combinations that yield a smooth bead shape at the corner is created, thus enabling improvement of the overall accuracy of the Wire Arc Additive Manufacturing process. © 2024 Elsevier B.V.","2024","2024-12-14 21:09:51","2024-12-14 21:49:46","","","","","84","","Addit. Manuf.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<p>Export Date: 14 December 2024; Cited By: 4; Correspondence Address: M. Gihr; George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, 30332-0405, United States; email: mgihr@gmx.de</p>; <p>Export Date: 14 December 2024; Cited By: 4; Correspondence Address: M. Gihr; George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, 30332-0405, United States; email: mgihr@gmx.de</p>","","","Machine learning; Machine-learning; 3D printing; Additives; Deposition rates; Wire; Forecasting; WAAM; Geometry; Bead geometry; Inert gases; Bead geometry optimization; Bead Geometry Optimization; Bead geometry prediction; Bead Geometry Prediction; Corner Modelling; Corner models; Directed energy; Energy depositions; Energy efficiency; Geometry optimization; Structural optimization; Welding machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMSG3IAV","journalArticle","2024","Alaparthi, S.; Subadra, S.P.; Sheikhi, S.","A Smart, Data-Driven Approach to Qualify Additively Manufactured Steel Samples for Print-Parameter-Based Imperfections","Materials","","19961944 (ISSN)","10.3390/ma17112513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195827196&doi=10.3390%2fma17112513&partnerID=40&md5=3a40924e8133d7503ff14e9d42df335e","With additive manufacturing (AM) processes such as Wire Arc Additive Manufacturing (WAAM), components with complex shapes or with functional properties can be produced, with advantages in the areas of resource conservation, lightweight construction, and load-optimized production. However, proving component quality is a challenge because it is not possible to produce 100% defect-free components. In addition to this, statistically determined fluctuations in the wire quality, gas flow, and their interaction with process parameters result in a quality of the components that is not 100% reproducible. Complex testing procedures are therefore required to demonstrate the quality of the components, which are not cost-effective and lead to less efficiency. As part of the project “3DPrintFEM”, a sound emission analysis is used to evaluate the quality of AM components. Within the scope of the project, an approach was being developed to determine the quality of an AM part dependent not necessarily on its geometry. Samples were produced from WAAM, which were later cut and milled to precision. To determine the frequencies, the samples were put through a resonant frequency test (RFM). The unwanted modes were then removed from the spectrum produced by the experiments by comparing it with FEM simulations. Later, defects were introduced in experimental samples in compliance with the ISO 5817 guidelines. In order to create a database of frequencies related to the degree of the sample defect, they were subjected to RFM. The database was further augmented through frequencies from simulations performed on samples with similar geometries, and, hence, a training set was generated for an algorithm. A machine-learning algorithm based on regression modelling was trained based on the database to sort samples according to the degree of flaws in them. The algorithm’s detectability was evaluated using samples that had a known level of flaws which forms the test dataset. Based on the outcome, the algorithm will be integrated into an equipment developed in-house to monitor the quality of samples produced, thereby having an in-house quality assessment routine. The equipment shall be less expensive than conventional acoustic equipment, thus helping the industry cut costs when validating the quality of their components. © 2024 by the authors.","2024","2024-12-14 21:09:51","2024-12-14 21:49:49","","","","11","17","","Mater.","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: S.P. Subadra; Institute of Materials Science and Joining Technology, University of Applied Science Hamburg, Hamburg, Berliner Tor 13, D-20099, Germany; email: sharath.peethambaransubadra@haw-hamburg.de</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: S.P. Subadra; Institute of Materials Science and Joining Technology, University of Applied Science Hamburg, Hamburg, Berliner Tor 13, D-20099, Germany; email: sharath.peethambaransubadra@haw-hamburg.de</p>","","","Machine learning; Wire arc; 3D printing; Additives; Defects; additive manufacturing; Gas metal arc welding; Gas welding; Additive manufacturing process; Gas metal-arc welding; acoustics; Conservation; Cost effectiveness; data acquisition; Data acquisition; Data-driven approach; defects; Flow of gases; gas metal arc welding; Learning algorithms; Manufacturing components; microstructure; Natural frequencies; Non destructive testing; non-destructive testing; Nondestructive examination; porosity; Powder metals; quality; Quality; Quality control; SMART datum; sorting algorithm; Sorting algorithm; Statistical tests; Steel samples","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3WP2TAP","journalArticle","2023","Chandra, M.; Kumar, A.; Sharma, S.K.; Kazmi, K.H.; Rajak, S.","Deep learning for anomaly detection in wire-arc additive manufacturing","Welding International","","09507116 (ISSN)","10.1080/09507116.2023.2252733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169567101&doi=10.1080%2f09507116.2023.2252733&partnerID=40&md5=91f2a607e4de01068fa702ebd3aeb1c6","Wire-arc additive manufacturing (WAAM) is becoming the most important metal additive manufacturing process in many industries. In this paper, one of the common problems of irregularity in the metal deposition in WAAM has been addressed and solved using machine learning (ML). A deep learning-based convolutional neural network (CNN) was used to classify the two classes of deposited beads, i.e. ‘regular bead’ and ‘irregular bead’. A digital camera was installed with a WAAM setup to obtain the images of beads after deposition. A single layer of deposition was conducted on a substrate using aluminium 5356 alloy filler wire using robotic-controlled gas-metal arc welding (GMAW) setup. The performance of the ML model was validated using classification accuracy and processing time. The developed CNN model was checked with three types of proposed datasets. The dataset containing the training and testing ratio of 60:40 achieved an accuracy of 86.53% and 88.08% with 30 and 60 epochs respectively for testing. The proposed ML model was successful in anomaly detection in the deposited bead of WAAM and hence it helps in improving the quality of deposited layers and mechanical properties of fabricated parts. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","2023","2024-12-14 21:09:52","2024-12-14 21:48:58","","457-467","","8","37","","Weld. Int.","","","","","","","","English","","","Scopus","","","","Publisher: Taylor and Francis Ltd.","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: S. Rajak; Department of Mechanical Engineering, National Institute of Technology Patna, Patna, Bihar, 800005, India; email: sonu.me@nitp.ac.in</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: S. Rajak; Department of Mechanical Engineering, National Institute of Technology Patna, Patna, Bihar, 800005, India; email: sonu.me@nitp.ac.in</p>","","","Wire arc; 3D printing; Additives; Wire; Deposition; Wire-arc additive manufacturing; Anomaly detection; Manufacturing IS; anomaly detection; Convolution; Convolutional neural network; Convolutional neural networks; Gas metal arc welding; Gas welding; Metal additives; Additive manufacturing process; deep learning; Deep neural networks; Deep learning; Powder metals; Statistical tests; Aluminum alloys; convolutional neural network; Machine learning models; Metal deposition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWFZHVX8","conferencePaper","2021","Surovi, N.A.; Dharmawan, A.G.; Soh, G.S.","A study on the acoustic signal based frameworks for the real-time identification of geometrically defective wire Arc bead","Proc. ASME Des. Eng. Tech. Conf.","978-079188538-3 (ISBN)","","10.1115/DETC2021-69573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120003110&doi=10.1115%2fDETC2021-69573&partnerID=40&md5=ce2147c4fd840f3ed2f8b09a6682d4f1","In Wire Arc Additive Manufacturing (WAAM), weld beads are deposited bead-by-bead and layer-by-layer, leading to the final part. Thus, the lack of uniformity or geometrically defective bead will subsequently lead to voids in the printed part, which will have a great impact on the overall part quality and mechanical strength. To resolve this, several techniques have been proposed to identity such defects using vision or thermal-based sensing, so as to aid in the implementation of in-situ corrective measures to save time and cost. However, due to the environment that they are operating in, these sensors are not an effective way of picking up irregularities as compared to acoustic sensing. Therefore, in this paper, we seek to study into three acoustic feature-based machine learning frameworks - Principal Component Analysis (PCA) + K-Nearest Neighbors (KNN), Mel Frequency Cepstral Coefficients (MFCC) + Neural Network (NN) and Mel Frequency Cepstral Coefficients (MFCC) + Convolutional Neural Network (CNN) and evaluate their performance for the real-time identification of geometrically defective weld bead. Experiments are carried out on stainless steel (ER316LSi), bronze (ERCuNiAl) and mixed dataset containing both stainless steel and bronze. The results show that all three frameworks outperform the state-of-the-art acoustic signal based ANN approach in terms of accuracy. The best performing framework PCA+KNN outperforms ANN by more than 15%, 30% and 30% for stainless steel, bronze and mixed datasets, respectively. Copyright © 2021 by ASME.","2021","2024-12-14 21:09:52","2024-12-14 21:48:32","","","","","3A-2021","","","","","","","","American Society of Mechanical Engineers (ASME)","","English","","","Scopus","","","","Journal Abbreviation: Proc. ASME Des. Eng. Tech. Conf.","<p>Export Date: 14 December 2024; Cited By: 6; Conference name: 47th Design Automation Conference, DAC 2021, Held as Part of the ASME 2021 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, IDETC-CIE 2021; Conference date: 17 August 2021 through 19 August 2021; Conference code: 174204</p>; <p>Export Date: 14 December 2024; Cited By: 6; Conference name: 47th Design Automation Conference, DAC 2021, Held as Part of the ASME 2021 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, IDETC-CIE 2021; Conference date: 17 August 2021 through 19 August 2021; Conference code: 174204</p>","","","Nearest neighbor search; Weld bead; Wire arc; Defects; Convolutional neural networks; Welds; Acoustic signals; Acoustic waves; Bronze; Layer by layer; Mel frequency cepstral co-efficient; Mel-frequency cepstral coefficients; Nearest-neighbour; Part quality; Principal component analysis; Principal-component analysis; Real-time identification; Stainless steel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the ASME Design Engineering Technical Conference","","","","","","","","","","","","","","",""
"LVSHBME5","conferencePaper","2024","Guizani, A.; Hammadi, M.; Yousfi, L.; Haddar, M.","Predictive Modeling of Part Quality in the WAAM Process Using PCA Model Reduction and Machine Learning","Lect. Notes Mech. Eng.","21954356 (ISSN); 978-303165006-2 (ISBN)","","10.1007/978-3-031-65007-9_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203131924&doi=10.1007%2f978-3-031-65007-9_43&partnerID=40&md5=7648287736e98c5c488dab949ac2f866","The Wire Arc Additive Manufacturing (WAAM) technology is a directed energy deposition process that uses an arc welding equipment to melt and continuously deposit material in wire form. This work focuses on the study of the WAAM process using an approach based on machine learning and statistical data analysis to solve the problem of weld quality classification. In this study, experiments were carried out to explore the essential parameters of this process, such as welding speed, wire feed rate and electric current, with the aim of producing high-quality weld layers in terms of geometry. The resulting data from the experiments were rich in information. In order to efficiently manage the data collected during these experiments, Principal Component Analysis (PCA) was applied to reduce the dimensionality of the data while preserving its relevance. Then, several machine learning models, including Random Forest, Logistic Regression, Decision Tree, Naive Bayes Gaussian and SVM, were used to predict welding quality based on parameter data generated by PCA. To evaluate and compare the performance of these models, evaluation metrics such as precision, recall, F1-score and confusion matrix were used. Following this comparative evaluation, we identified that the Random Forest model is the most accurate, capable of reliably predicting part quality based on various combinations of parameters. This approach was implemented in python and was also successfully applied to accurately predict the results of the WAAM process. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","2024","2024-12-14 21:09:52","2024-12-14 21:48:53","","410-419","","","","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Mech. Eng.","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: A. Guizani; LA2MP, National Engineering School of Sfax, University of Sfax, Sfax, 3038, Tunisia; email: amir.guizani@live.fr; Conference name: 10th International Congress on Design and Modeling of Mechanical Systems, CMSM 2023; Conference date: 18 December 2023 through 20 December 2023; Conference code: 317959</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: A. Guizani; LA2MP, National Engineering School of Sfax, University of Sfax, Sfax, 3038, Tunisia; email: amir.guizani@live.fr; Conference name: 10th International Congress on Design and Modeling of Mechanical Systems, CMSM 2023; Conference date: 18 December 2023 through 20 December 2023; Conference code: 317959</p>","","","Machine-learning; Wire arc; Machine Learning; Additive manufacturing process; Part quality; Principal-component analysis; Electric arc welding; Logistic regression; Network security; PCA; Quality classification; Statistical data analysis; Statistical Data Analysis; WAAM process; Weld quality; Weld quality classification; Weld Quality Classification; Wire arc additive manufacturing process","","Chouchane M.; Affi Z.; Benamara A.; Abdennadher M.; Aifaoui N.; Chaari F.; Bouaziz S.; Haddar M.; Romdhane L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Mechanical Engineering","","","","","","","","","","","","","","",""
